enumeration,value
c1(*)sc(-c2ccc(-c3sc(C(*)=S)cc3)s2)cc1,0.75
s1c(-c2sc(O*)cc2)ccc1-c1ccc(*)s1,1.8638
c1c(-c2ccc(*)s2)sc(OC(*)=S)c1,1.9834
C(=S)(c1sc(O*)cc1)c1ccc(*)s1,2.3041
*C(OC(c1ccc(*)s1)=S)=S,1.7517
O(c1sc(*)cc1)c1sc(O*)cc1,4.047
c1cc(*)sc1OC(=S)O*,3.0437
s1c(*)ccc1-c1sc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.1128
*c1ccc(-c2sc(-c3sc(O*)cc3)cc2)cc1,1.9403
c1(*)ccc(-c2ccc(-c3ccc(-c4ccc(*)cc4)s3)cc2)s1,2.0606
c1c(*)ccc(-c2ccc(-c3ccc(C(*)=S)cc3)s2)c1,1.8996
c1cc(-c2sc(-c3ccc(O*)cc3)cc2)ccc1*,2.1724
*c1sc(C(=S)c2ccc(-c3ccc(*)cc3)s2)cc1,1.0659
*c1ccc(Oc2ccc(-c3ccc(*)cc3)s2)s1,2.1882
c1c(-c2ccc(*)cc2)sc(OC(*)=S)c1,2.3094
c1cc(-c2ccc(-c3sc(O*)cc3)cc2)ccc1*,2.397
c1c(*)sc(-c2ccc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)c1,1.8601
c1cc(-c2ccc(*)cc2)ccc1-c1ccc(-c2ccc(*)cc2)cc1,2.5835
c1cc(*)ccc1-c1ccc(-c2ccc(C(*)=S)cc2)cc1,1.6353
c1c(-c2ccc(-c3ccc(O*)cc3)cc2)ccc(*)c1,3.3861
*c1ccc(-c2ccc(C(=S)O*)cc2)cc1,2.8665
c1(*)ccc(C(c2sc(C(*)=S)cc2)=S)cc1,1.1979
C(=S)(c1sc(O*)cc1)c1ccc(*)cc1,2.4038
c1cc(C(*)=S)ccc1C(c1ccc(*)cc1)=S,1.8035
*c1ccc(C(=S)c2ccc(O*)cc2)cc1,1.7412
*C(OC(c1ccc(*)cc1)=S)=S,2.364
O(c1ccc(*)cc1)c1sc(O*)cc1,4.0372
O(c1ccc(*)cc1)c1ccc(O*)cc1,3.6966
C(=S)(Oc1ccc(*)cc1)c1ccc(*)s1,2.0472
*OC(=S)Oc1ccc(*)cc1,3.9415
s1c(-c2sc(C*)cc2)ccc1-c1ccc(*)s1,2.1001
c1(-c2sc(C*)cc2)ccc(C(*)=S)s1,1.7203
c1(-c2sc(C*)cc2)ccc(O*)s1,2.9968
*c1ccc(-c2ccc(-c3sc(C*)cc3)cc2)s1,2.512
c1(-c2sc(C*)cc2)ccc(C(*)=S)cc1,1.9959
c1(-c2sc(C*)cc2)ccc(O*)cc1,2.9246
C(c1sc(*)cc1)c1sc(C*)cc1,4.1954
C(C(=S)*)c1sc(C*)cc1,2.5553
C(=O)(c1sc(C*)cc1)c1ccc(*)s1,2.7131
*Cc1sc(C(=O)C(*)=S)cc1,2.693
C(=O)(c1sc(C*)cc1)O*,3.78
C(=S)(c1sc(C*)cc1)c1ccc(*)s1,2.2961
C(=S)(c1sc(C*)cc1)O*,2.676
N(c1sc(*)cc1)c1sc(C*)cc1,3.6624
N(C(=S)*)c1sc(C*)cc1,2.8469
c1(NO*)ccc(C*)s1,3.8409
O(c1sc(*)cc1)c1sc(C*)cc1,4.26
O(C(=S)*)c1sc(C*)cc1,3.0541
*c1ccc(-c2sc(-c3ccc(C*)cc3)cc2)s1,2.8214
c1cc(-c2sc(-c3ccc(C*)cc3)cc2)ccc1*,2.7314
c1(-c2ccc(C*)cc2)ccc(C(*)=S)s1,1.9323
s1c(-c2ccc(-c3ccc(C*)cc3)cc2)ccc1*,2.8951
c1c(-c2ccc(-c3ccc(C*)cc3)cc2)ccc(*)c1,3.4166
S=C(*)c1ccc(-c2ccc(C*)cc2)cc1,2.5561
c1(-c2ccc(C*)cc2)ccc(O*)cc1,3.7323
C(c1sc(*)cc1)c1ccc(C*)cc1,4.0831
C(c1ccc(*)cc1)c1ccc(C*)cc1,4.2049
*Cc1ccc(CC(=S)*)cc1,2.9253
C(=O)(c1ccc(C*)cc1)c1ccc(*)s1,3.4106
*c1ccc(C(=O)c2ccc(C*)cc2)cc1,3.8451
*Cc1ccc(C(=O)C(=S)*)cc1,2.5816
C(=S)(c1ccc(C*)cc1)c1ccc(*)s1,2.5143
*c1ccc(C(=S)c2ccc(C*)cc2)cc1,2.3058
*Cc1ccc(C(=S)O*)cc1,3.1473
N(c1sc(*)cc1)c1ccc(C*)cc1,3.5013
N(c1ccc(*)cc1)c1ccc(C*)cc1,3.7655
*Cc1ccc(NC(=S)*)cc1,3.5265
N(O*)c1ccc(C*)cc1,4.426
O(c1sc(*)cc1)c1ccc(C*)cc1,4.0475
*Cc1ccc(OC(=S)*)cc1,3.7121
c1(-c2sc(*)cc2)sc(CC*)cc1,2.7315
c1(C(=S)*)sc(CC*)cc1,2.295
c1c(O*)sc(CC*)c1,4.1608
c1(-c2sc(*)cc2)ccc(CC*)cc1,2.9495
*CCc1ccc(C(=S)*)cc1,2.7697
c1(O*)ccc(CC*)cc1,4.052
c1cc(*)sc1CCC*,4.2755
c1c(*)ccc(CCC*)c1,4.7657
C(CC*)C(=O)*,5.13
C(CC*)C(=S)*,2.9464
c1cc(*)sc1C(CC*)=O,3.1093
*CCC(c1ccc(*)cc1)=O,3.6964
C(=O)(CC*)C(=S)*,1.8131
C(CC*)(=S)O*,3.8308
c1cc(*)sc1NCC*,3.793
c1c(*)ccc(NCC*)c1,3.6889999999999996
N(CC*)C(=S)*,3.6727
O(CC*)N*,5.7904
c1c(-c2ccc(*)s2)sc(C(=O)C*)c1,2.3893
c1c(-c2ccc(*)cc2)sc(C(=O)C*)c1,2.5123
*CC(=O)c1sc(C(*)=O)cc1,2.9786
*CC(=O)c1sc(C(*)=S)cc1,2.3542
c1c(O*)sc(C(=O)C*)c1,3.1722
c1c(-c2ccc(*)s2)ccc(C(=O)C*)c1,2.5243
*c1ccc(-c2ccc(C(=O)C*)cc2)cc1,3.0649
*CC(=O)c1ccc(C(=O)*)cc1,2.9172
*CC(=O)c1ccc(C(=S)*)cc1,2.4669
*CC(=O)c1ccc(O*)cc1,3.8893
c1cc(*)sc1CC(=O)C*,3.7852
*CC(=O)Cc1ccc(*)cc1,3.781
O=C(CC(=O)*)C*,4.6959
O=C(CC(=S)*)C*,3.1252
O=C(CO*)C*,4.6507
*CC(=O)C(c1ccc(*)s1)=S,2.1804
*CC(=O)C(c1ccc(*)cc1)=S,2.4428
O=C(C(C(*)=O)=S)C*,1.4812
O=C(C(O*)=S)C*,2.0217
c1cc(*)sc1NC(=O)C*,3.9328
*CC(=O)Nc1ccc(*)cc1,3.7951
O=C(NC(=O)*)C*,4.8368
O=C(NC(=S)*)C*,3.0348
c1cc(*)sc1OC(=O)C*,4.2025
O=C(OC(=O)*)C*,5.9215
O=C(OC(=S)*)C*,3.73
*CC(=S)c1sc(C(*)=S)cc1,1.6797
c1c(O*)sc(C(=S)C*)c1,1.6344
*CC(=S)c1ccc(C(=S)*)cc1,1.4834
*CC(=S)c1ccc(N*)cc1,2.1148
*CC(=S)c1ccc(O*)cc1,2.3706
S=C(CC(=S)*)C*,2.5638
S=C(CO*)C*,2.5314
S=C(C(C(*)=S)=O)C*,0.725
S=C(C(O*)=O)C*,2.0697
S=C(NC(=S)*)C*,1.7598
S=C(NO*)C*,3.2554
S=C(OC(=S)*)C*,2.7744
c1(-c2ccc(*)cc2)sc(NC*)cc1,3.3441
c1(C(=O)*)sc(NC*)cc1,2.5818
c1(C(=S)*)sc(NC*)cc1,1.6806
c1c(N*)sc(NC*)c1,3.5157
c1c(O*)sc(NC*)c1,3.6125
c1(-c2sc(*)cc2)ccc(NC*)cc1,3.1255
*CNc1ccc(C(=O)*)cc1,3.1969
c1(N*)ccc(NC*)cc1,3.4981
c1(O*)ccc(NC*)cc1,3.7495
c1cc(*)sc1CNC*,4.1265
c1c(*)ccc(CNC*)c1,4.4323
C(NC*)C(=O)*,3.6121
C(NC*)C(=S)*,2.6614
C(NC*)N*,6.2293
C(NC*)O*,6.9282
c1cc(*)sc1C(NC*)=O,3.8489999999999998
C(=O)(NC*)C(=S)*,2.3654
c1cc(*)sc1C(NC*)=S,2.7289
*CNC(c1ccc(*)cc1)=S,3.1832
C(=S)(NC*)C(=O)*,2.1003
C(NC*)(=S)N*,3.9125
C(NC*)(=S)O*,4.2201
c1cc(*)sc1ONC*,4.0591
c1c(*)ccc(ONC*)c1,4.1647
O(NC*)C(=S)*,3.5947
O(NC*)N*,4.8889
c1(-c2ccc(*)cc2)sc(OC*)cc1,3.0939
c1c(O*)sc(OC*)c1,4.3601
c1(O*)ccc(OC*)cc1,4.685
C(OC*)(=O)O*,7.1042
C(OC*)(=S)O*,3.6556
N(OC*)C(=O)*,5.5012
N(OC*)O*,5.9349
c1(*)sc(-c2ccc(-c3sc(C(*)=O)cc3)s2)cc1,1.2608
c1(-c2sc(C(*)=S)cc2)sc(C(*)=O)cc1,1.6466
c1(-c2sc(O*)cc2)ccc(C(*)=O)s1,2.3145
*c1sc(-c2ccc(-c3sc(C(*)=O)cc3)cc2)cc1,1.5224
*C(c1ccc(-c2sc(C(*)=O)cc2)cc1)=S,1.9265
c1(-c2ccc(O*)cc2)ccc(C(*)=O)s1,2.0204
c1(C(c2ccc(*)s2)=O)sc(C(*)=O)cc1,1.8630000000000002
*C(c1sc(C(C(*)=S)=O)cc1)=O,1.1902
*OC(=O)c1sc(C(*)=O)cc1,3.202
*OC(=S)c1sc(C(*)=O)cc1,2.3663
c1(Oc2ccc(*)s2)sc(C(*)=O)cc1,2.4838
*C(c1sc(OC(*)=S)cc1)=O,1.6701
c1c(*)ccc(-c2ccc(-c3ccc(C(*)=O)cc3)s2)c1,1.7624
c1(-c2sc(O*)cc2)ccc(C(*)=O)cc1,2.7538
c1cc(*)ccc1-c1ccc(-c2ccc(C(*)=O)cc2)cc1,2.5479
c1cc(C(*)=O)ccc1-c1ccc(C(*)=S)cc1,2.0643
c1(*)ccc(C(c2ccc(C(*)=O)cc2)=O)s1,2.4807
c1cc(C(*)=O)ccc1C(c1ccc(*)cc1)=O,2.9556
c1(C(C(=S)*)=O)ccc(C(*)=O)cc1,1.6753
*OC(=S)c1ccc(C(=O)*)cc1,2.5144
c1(Oc2ccc(*)s2)ccc(C(*)=O)cc1,3.0776
*C(c1ccc(OC(=S)*)cc1)=O,2.0547
C(=S)(C(*)=O)OC(*)=S,1.4146
*C(Oc1sc(C(*)=S)cc1)=O,1.9856
O(C(=O)*)c1sc(O*)cc1,3.6706
*C(Oc1ccc(C(=S)*)cc1)=O,2.3448
O=C(OC(=O)*)O*,5.926
S=C(OC(=O)*)O*,3.9378
s1c(-c2sc(N*)cc2)ccc1-c1ccc(*)s1,1.5003
c1(-c2sc(C*)cc2)ccc(N*)s1,2.8559
c1(-c2sc(N*)cc2)ccc(C(*)=O)s1,1.9451
c1(-c2sc(N*)cc2)ccc(C(*)=S)s1,1.9074
*c1ccc(-c2ccc(-c3sc(N*)cc3)cc2)s1,1.6397
c1(-c2sc(N*)cc2)ccc(C(*)=S)cc1,2.3796
C(=O)(c1sc(N*)cc1)c1ccc(*)s1,1.7108
*Nc1sc(C(=O)C(*)=S)cc1,1.4251
C(=S)(c1sc(N*)cc1)c1ccc(*)s1,1.9993
C(=S)(c1sc(N*)cc1)c1ccc(*)cc1,1.7781
N(c1sc(*)cc1)c1sc(N*)cc1,3.4208
N(C(=S)*)c1sc(N*)cc1,2.1538
O(c1sc(*)cc1)c1sc(N*)cc1,3.9124
O(C(=S)*)c1sc(N*)cc1,2.6588
*c1ccc(-c2sc(-c3ccc(N*)cc3)cc2)s1,2.5869999999999997
c1cc(-c2sc(-c3ccc(N*)cc3)cc2)ccc1*,1.8163
c1(-c2ccc(N*)cc2)ccc(C(*)=S)s1,1.4764
s1c(-c2ccc(-c3ccc(N*)cc3)cc2)ccc1*,1.8733
c1c(-c2ccc(-c3ccc(N*)cc3)cc2)ccc(*)c1,2.9094
c1(-c2ccc(C*)cc2)ccc(N*)cc1,3.4971
S=C(*)c1ccc(-c2ccc(N*)cc2)cc1,2.3255
c1(-c2ccc(N*)cc2)ccc(O*)cc1,3.4585
C(=O)(c1ccc(N*)cc1)c1ccc(*)s1,2.3459
