enumeration,value
c1(-c2ccc(*)cc2)sc(NC*)cc1,1.6671
c1(C(=O)*)sc(NC*)cc1,2.2797
c1(C(=S)*)sc(NC*)cc1,2.9244
c1c(N*)sc(NC*)c1,0.5629
c1c(O*)sc(NC*)c1,0.8203
c1(-c2sc(*)cc2)ccc(NC*)cc1,1.2919999999999998
c1(N*)ccc(NC*)cc1,0.54
c1(O*)ccc(NC*)cc1,0.7695
c1cc(*)sc1CNC*,1.1612
c1c(*)ccc(CNC*)c1,1.2974
C(NC*)C(=O)*,1.6269
C(NC*)C(=S)*,2.6857
C(NC*)N*,0.8689
C(NC*)O*,0.7624
c1cc(*)sc1C(NC*)=O,1.9680000000000002
C(=O)(NC*)C(=S)*,4.0732
c1cc(*)sc1C(NC*)=S,2.3974
*CNC(c1ccc(*)cc1)=S,2.3012
C(=S)(NC*)C(=O)*,3.7481
C(NC*)(=S)N*,1.4813
C(NC*)(=S)O*,1.5976
c1cc(*)sc1ONC*,1.0659
c1c(*)ccc(ONC*)c1,0.8909999999999999
O(NC*)C(=S)*,2.5
O(NC*)N*,0.9652
c1(-c2ccc(*)cc2)sc(OC*)cc1,1.6377
c1c(O*)sc(OC*)c1,0.8857
c1(O*)ccc(OC*)cc1,0.9466
C(OC*)(=O)O*,0.7529
C(OC*)(=S)O*,2.0771
N(OC*)C(=O)*,1.2523
N(OC*)O*,0.42100000000000004
c1(*)sc(-c2ccc(-c3sc(C(*)=O)cc3)s2)cc1,3.4530000000000003
c1(-c2sc(C(*)=S)cc2)sc(C(*)=O)cc1,4.1032
c1(-c2sc(O*)cc2)ccc(C(*)=O)s1,2.952
*c1sc(-c2ccc(-c3sc(C(*)=O)cc3)cc2)cc1,3.2278
*C(c1ccc(-c2sc(C(*)=O)cc2)cc1)=S,3.7335
c1(-c2ccc(O*)cc2)ccc(C(*)=O)s1,2.9075
c1(C(c2ccc(*)s2)=O)sc(C(*)=O)cc1,4.0693
*C(c1sc(C(C(*)=S)=O)cc1)=O,4.6396
*OC(=O)c1sc(C(*)=O)cc1,3.3779
*OC(=S)c1sc(C(*)=O)cc1,4.037
c1(Oc2ccc(*)s2)sc(C(*)=O)cc1,2.8819999999999997
*C(c1sc(OC(*)=S)cc1)=O,3.2522
c1c(*)ccc(-c2ccc(-c3ccc(C(*)=O)cc3)s2)c1,2.8757
c1(-c2sc(O*)cc2)ccc(C(*)=O)cc1,2.3086
c1cc(*)ccc1-c1ccc(-c2ccc(C(*)=O)cc2)cc1,2.6442
c1cc(C(*)=O)ccc1-c1ccc(C(*)=S)cc1,3.6994
c1(*)ccc(C(c2ccc(C(*)=O)cc2)=O)s1,3.6543
c1cc(C(*)=O)ccc1C(c1ccc(*)cc1)=O,2.1866
c1(C(C(=S)*)=O)ccc(C(*)=O)cc1,3.783
*OC(=S)c1ccc(C(=O)*)cc1,3.4955
c1(Oc2ccc(*)s2)ccc(C(*)=O)cc1,2.5289
*C(c1ccc(OC(=S)*)cc1)=O,3.2631
*C(Oc1sc(C(*)=S)cc1)=O,3.8482
O(C(=O)*)c1sc(O*)cc1,1.7594
*C(Oc1ccc(C(=S)*)cc1)=O,3.6938
O=C(OC(=O)*)O*,2.3361
S=C(OC(=O)*)O*,3.1486
s1c(-c2sc(N*)cc2)ccc1-c1ccc(*)s1,2.2798
c1(-c2sc(C*)cc2)ccc(N*)s1,1.6017
c1(-c2sc(N*)cc2)ccc(C(*)=O)s1,2.9191
c1(-c2sc(N*)cc2)ccc(C(*)=S)s1,3.3026
*c1ccc(-c2ccc(-c3sc(N*)cc3)cc2)s1,2.0751
c1(-c2sc(N*)cc2)ccc(C(*)=S)cc1,2.3374
C(=O)(c1sc(N*)cc1)c1ccc(*)s1,3.0129
*Nc1sc(C(=O)C(*)=S)cc1,4.1937
C(=S)(c1sc(N*)cc1)c1ccc(*)s1,3.5786
C(=S)(c1sc(N*)cc1)c1ccc(*)cc1,2.9139
N(c1sc(*)cc1)c1sc(N*)cc1,1.4393
N(C(=S)*)c1sc(N*)cc1,2.2133
O(c1sc(*)cc1)c1sc(N*)cc1,1.1067
O(C(=S)*)c1sc(N*)cc1,2.3032
*c1ccc(-c2sc(-c3ccc(N*)cc3)cc2)s1,1.6696
c1cc(-c2sc(-c3ccc(N*)cc3)cc2)ccc1*,1.9491
c1(-c2ccc(N*)cc2)ccc(C(*)=S)s1,3.1722
s1c(-c2ccc(-c3ccc(N*)cc3)cc2)ccc1*,1.8885
c1c(-c2ccc(-c3ccc(N*)cc3)cc2)ccc(*)c1,1.5312
c1(-c2ccc(C*)cc2)ccc(N*)cc1,1.1363
S=C(*)c1ccc(-c2ccc(N*)cc2)cc1,2.5787
C(=O)(c1ccc(N*)cc1)c1ccc(*)s1,2.4618
*Nc1ccc(C(=O)C(=S)*)cc1,4.0513
*Nc1ccc(C(=O)O*)cc1,2.5642
*c1ccc(C(=S)c2ccc(N*)cc2)cc1,3.0683
N(c1sc(*)cc1)c1ccc(N*)cc1,1.0698
O(c1sc(*)cc1)c1ccc(N*)cc1,1.1598
O(c1ccc(*)cc1)c1ccc(N*)cc1,1.1501
*Nc1ccc(OC(=S)*)cc1,2.1606
c1c(-c2ccc(*)cc2)sc(C(=O)N*)c1,2.6235
*NC(=O)c1sc(C(*)=O)cc1,3.408
*NC(=O)c1sc(C(*)=S)cc1,3.7504
c1c(O*)sc(C(=O)N*)c1,2.2174
c1c(-c2ccc(*)s2)ccc(C(=O)N*)c1,2.1302
*c1ccc(-c2ccc(C(=O)N*)cc2)cc1,2.3815
*NC(=O)c1ccc(C(=S)*)cc1,3.4516
*NC(=O)c1ccc(O*)cc1,2.0709
*NC(=O)C(c1ccc(*)s1)=S,3.9034
*NC(=O)C(c1ccc(*)cc1)=S,3.6154
O=C(C(C(*)=O)=S)N*,5.1781
O=C(C(O*)=S)N*,4.3681
c1cc(*)sc1NC(=O)N*,1.6045
O=C(NC(=O)*)N*,2.041
O=C(NC(=S)*)N*,3.7029
O=C(NO*)N*,1.9635
c1cc(*)sc1OC(=O)N*,1.551
*NC(=O)Oc1ccc(*)cc1,1.3447
O=C(OC(=S)*)N*,3.7701
c1c(O*)sc(C(=S)N*)c1,2.8874
*NC(=S)c1ccc(O*)cc1,2.5935
S=C(C(O*)=O)N*,4.0646
*NC(=S)Nc1ccc(*)cc1,2.0356
S=C(NC(=S)*)N*,4.2115
S=C(NO*)N*,2.2894
S=C(OC(=S)*)N*,4.0637
C(ON*)(=O)O*,1.6985
C(ON*)(=S)O*,2.7178
c1cc(NC(=S)N*)ccc1NC(Nc1ccc(Oc2ccc(*)cc2)cc1)=S,2.2298
*c1ccc(Cc2ccc(NC(=S)N*)cc2)cc1,1.379
C(Nc1cc(NC(OCCOCC*)=O)ccc1C)(=O)O*,0.755
O=C(OC(=O)*)N*,2.5610000000000004
O=C(C(C(*)=O)=S)O*,5.1004
c1cc(OC(CC(CCO*)=O)=O)ccc1*,2.0323
c1(N*)ccc(C(NC(OCC*)=S)=S)cc1,2.6209
C(OCO*)CCNC*,0.6155
*CNCNC(NC(=O)N*)=O,0.7092
C(OCO*)NC(NC*)=O,0.7808
*CNC(ONC(NO*)=O)=O,1.4002
C(CCO*)OCOC*,0.6927
C(=O)(NCCNC*)OC*,0.5903
c1(Nc2sc(OC(=S)Nc3sc(C(*)=O)cc3)cc2)ccc(*)s1,2.7059
*NOC(NCC(NC(=O)*)=O)=O,2.0185
*NCCCNC(=O)NC(=O)*,0.6578
N(C(=O)NC(Nc1sc(N*)cc1)=O)C(=O)*,1.5146
*NCNC(OC(NC(=O)*)=O)=O,1.6859
*C(ONC(c1ccc(C(=O)c2ccc(O*)cc2)s1)=O)=O,3.5136
s1c(C(F)(F)*)ccc1C(F)(F)c1sc(*)cc1,2.5399
c1(C(F)(F)C(*)=S)ccc(C(*)(F)F)s1,4.1531
c1cc(C(F)(*)F)sc1C(F)(F)O*,2.3901
FC(F)(c1ccc(C(F)(F)c2sc(*)cc2)cc1)*,2.9023
FC(F)(c1ccc(C(F)(F)c2ccc(*)cc2)cc1)*,2.0599
c1(C(F)(F)C(*)=S)ccc(C(*)(F)F)cc1,4.0037
c1cc(C(F)(*)F)ccc1C(F)(F)O*,2.1427
c1(C(F)(C(*)(F)F)F)sc(C(*)=S)cc1,4.1828
C(F)(C(F)(*)F)(c1sc(O*)cc1)F,1.9642
FC(C(F)(F)c1ccc(-c2sc(*)cc2)cc1)(F)*,2.4773
FC(C(F)(F)c1ccc(-c2ccc(*)cc2)cc1)(F)*,2.3351
c1(C(C(*)(F)F)(F)F)ccc(C(*)=S)cc1,3.9184
C(F)(C(F)(*)F)(c1ccc(O*)cc1)F,1.7411
C(F)(C(F)(*)F)(Cc1ccc(*)s1)F,1.8781
C(F)(C(F)(*)F)(Cc1ccc(*)cc1)F,1.7485
FC(C(F)(F)*)(CC(*)=O)F,2.8445
FC(C(F)(F)*)(CC(*)=S)F,3.5657
FC(C(*)(F)F)(CN*)F,0.6587
FC(C(*)(F)F)(CO*)F,0.6148
O=C(C(F)(C(*)(F)F)F)c1ccc(*)s1,3.7613
O=C(C(C(*)(F)F)(F)F)c1ccc(*)cc1,3.4595
*C(C(C(F)(F)C(*)(F)F)=O)=S,5.1438
FC(C(F)(F)*)(F)C(=S)O*,3.6605
C(F)(C(F)(*)F)(Nc1ccc(*)s1)F,1.8646
C(F)(C(F)(*)F)(Nc1ccc(*)cc1)F,1.524
FC(C(F)(F)*)(NC(*)=O)F,2.4953
FC(C(F)(F)*)(NC(*)=S)F,3.1022
FC(C(*)(F)F)(ON*)F,0.9509
FC(F)(c1ccc(*)s1)CC(F)(*)F,2.025
FC(F)(c1ccc(*)cc1)CC(F)(*)F,1.9565
C(C(F)(F)*)C(F)(F)C(*)=O,3.352
C(C(F)(F)*)C(F)(F)C(*)=S,4.3183
C(C(*)(F)F)C(F)(F)N*,1.3115
C(C(*)(F)F)C(F)(F)O*,0.7292
*C(C(C(=O)C(*)(F)F)(F)F)=O,4.1382
O=C(C(F)(F)*)C(F)(F)O*,3.6501
S=C(C(F)(F)*)C(F)(F)O*,4.3264
FC(F)(c1ccc(*)s1)NC(F)(*)F,2.4083
FC(F)(c1ccc(*)cc1)NC(F)(*)F,2.1641
N(C(F)(F)*)C(F)(F)C(*)=O,3.7985
N(C(F)(F)*)C(F)(F)C(*)=S,4.6097
N(C(*)(F)F)C(F)(F)N*,1.6576
N(C(*)(F)F)C(F)(F)O*,0.9184
c1(*)ccc(-c2sc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)s1,2.6224
c1c(*)ccc(-c2ccc(-c3sc(C(*)=S)cc3)cc2)c1,3.3959
*c1sc(-c2ccc(C(=S)c3ccc(*)cc3)s2)cc1,3.54
c1(CO*)ccc(C*)s1,1.4146
c1(C(c2ccc(*)s2)=S)sc(C(*)=O)cc1,4.1286
*c1sc(-c2ccc(-c3ccc(C(*)=O)cc3)s2)cc1,2.775
*C(c1ccc(-c2ccc(C(*)=O)cc2)s1)=S,3.8058
s1c(*)ccc1-c1ccc(-c2ccc(C(*)=O)cc2)cc1,3.0595
c1(*)ccc(C(c2ccc(C(*)=O)cc2)=S)s1,3.9759
c1cc(C(*)=O)ccc1C(c1ccc(*)cc1)=S,2.9183
C(=O)(c1sc(N*)cc1)O*,2.6486
S=C(Nc1ccc(NC(NCCCCCC*)=S)cc1)N*,1.6869
c1c(-c2ccc(*)s2)sc(C(c2ccc(C(=O)NC(=O)N*)s2)=S)c1,2.9241
s1c(C(c2sc(C(=S)C(Nc3ccc(-c4sc(*)cc4)cc3)=O)cc2)=S)ccc1*,3.9089
c1cc(C(CO*)=S)sc1C(=S)Cc1ccc(-c2ccc(*)cc2)cc1,3.7067
c1(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)sc(C(=O)N*)cc1,2.5831
*c1ccc(-c2ccc(CC(=O)OC(CC*)=O)cc2)cc1,1.5387
N(C(NONC(=O)*)=O)c1sc(N*)cc1,1.3385
*c1ccc(C(c2ccc(NCCC(=O)C(*)=S)cc2)=S)cc1,3.8901
s1c(-c2sc(*)cc2)ccc1C(C(F)(F)*)(F)F,2.7568
FC(C(F)(F)*)(F)C(=O)O*,2.9195
