enumeration,value
*c1ccc(NC(c2ccc(Oc3cccc(Oc4ccc(C(Nc5ccc(Oc6cccc(O*)c6)cc5)=O)cc4)c3)cc2)=O)cc1,40.05
c1(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)cc(Oc2ccc(-c3ccc(Oc4cccc(*)c4)cc3)cc2)ccc1,90.18
c1(OCCCCCCOC(Nc2cc(NC(OCCCCCC*)=O)ccc2C)=O)ccc(-c2ccc(O*)cc2)cc1,37.92
C(CC*)S*,98.81
C(CC*)CCCS*,87.41
*CCOC(CCC(=O)O*)=O,79.99
*CCCOC(CCC(=O)O*)=O,50.44
C(=O)(OCCCC*)CCC(=O)O*,56.84
O=C(CCCC(=O)O*)OCCC*,24.04
C(CCCC(=O)O*)C(OCC*)=O,69.34
O=C(CCCCC(=O)O*)OCCC*,26.74
C(CCCC(OCCCCCCCCCC*)=O)C(O*)=O,88.04
C(CCCCCC(O*)=O)C(OCC*)=O,57.21
C(CCCCCC(=O)OCCC*)C(O*)=O,92.48
C(CCCCCCC(OCC*)=O)C(O*)=O,57.8
C(CCCC(OCCCCCCCCC*)=O)CCCC(O*)=O,73.07
C(CCCCCC(O*)=O)CC(OCCCCCCCCCC*)=O,66.73
O(*)C(=O)CCCCCCCCC(OCC*)=O,60.1
C(C(O*)=O)CCCCCCCC(=O)OCCC*,37.93
C(CCCCCCCC(=O)OCCCC*)C(O*)=O,44.62
C(CCCCCCCC(OCCCCCC*)=O)C(O*)=O,74.61
C(CCCCCCCC(=O)OCCCCCCC*)C(O*)=O,45.6
C(CCCCCC*)CCCOC(CCCCCCCCC(O*)=O)=O,75.09
c1(C(OCC*)=O)ccc(C(=O)O*)cc1,31.755734399999998
c1(C(OCC*)=O)cc(C(=O)O*)ccc1,40.99
c1cc(C(=O)OCCCC*)ccc1C(O*)=O,34.54432121
*OC(c1cc(C(=O)OCCCC*)ccc1)=O,18.14
O=C(c1ccc(C(OCCCCC*)=O)cc1)O*,21.11
O=C(O*)c1ccc(C(=O)OCCCCCC*)cc1,84.06
c1cc(C(OCCCCCCCCCC*)=O)ccc1C(=O)O*,79.26
Clc1c(O*)c(Cl)cc(C(c2cc(Cl)c(OC(CCCCC(*)=O)=O)c(Cl)c2)(C)C)c1,48.47
*OC(c1cc2c(cc(C(OCC*)=O)cc2)cc1)=O,40.762904
C(=O)(OCCCC*)CCCCC(O*)=O,63.01
C(CCCC(OCCCCC*)=O)C(O*)=O,34.68
C1CC(O*)CCC1OC(CCCCC(*)=O)=O,76.23
C(CC*)CC(O*)=O,44.85
C(C(=O)O*)CCCC*,44.91891622
C(CCCCC(=O)O*)CCCCC*,48.08
C(CCCCCCCCCCC*)C(O*)=O,74.44953187
C(C(O*)=O)CCCCCCCCCCCCC*,60.3
C(C(O*)=O)CCCCC*,40.25
*CCCCCCCC(=O)O*,44.53
*CCCCCCCCC(=O)O*,41.41
C(CCCC(=O)O*)CCCCC*,50.94
C(CCCCCC(O*)=O)CCCCC*,59.84
C(CCCCCC*)CCCCCCCOC(=O)CCCCC(O*)=O,88.39
C(CCCCCC*)CCCCCCCOC(=O)CCCCCCC(O*)=O,87.94
C(CCCCCC*)CCCCCCCCCOC(=O)CCCCC(O*)=O,83.83
*OC(CCCCCCC(=O)OCCCCCCCCCCCCCCCC*)=O,50.15
O=C(c1ccc(C(=O)OCCC*)cc1)O*,30.78
O=C(O*)c1ccc(C(=O)OCC(C)C(C)C*)cc1,14.88
O=C(c1ccc(C(=O)OCCCCCCC*)cc1)O*,17.69
CC(CC(=O)*)O*,71.37270952
CC(C(=O)*)O*,57.62
C(CC*)(=O)O*,45.00978462
C(C(O*)CC(*)=O)C,64.05
CC(C(O*)=O)C*,81.29
O=C(CC(C(Cl)(Cl)Cl)O*)*,9.71
c1cc(O*)ccc1OC(CCCCC(*)=O)=O,62.08
O=C(NCCCCCC(=O)O*)CCCCC(NCCCCCC(OCCCCCCCCCC*)=O)=O,19.33
C(CCCNC(c1ccc(C(=O)NCCCCCC(OCCCCCCCCCC*)=O)cc1)=O)CC(=O)O*,24.04
C(CNC(CCCCC(NCCCCCC(=O)OCCCCCCCCCCCC*)=O)=O)CCCC(=O)O*,17.28
c1cc(C(O*)=O)ccc1NC(=O)CCCCCCCCCCC(Nc1ccc(C(=O)OCCCCCCCCCCCC*)cc1)=O,16.42
c1cc(C(NCCCCCC(=O)OCCCCCCCCCCCC*)=O)ccc1C(=O)NCCCCCC(O*)=O,21.84
*OC(CCCCCNC(=O)CCCCC(NCCCCCC(=O)OCC*)=O)=O,22.75
c1cc(C(=O)O*)ccc1NC(CCCCCCCCCCC(Nc1ccc(C(=O)OCC*)cc1)=O)=O,22.49
C(CCCCNC(CCCCC(NCCCCCC(O*)=O)=O)=O)C(OCCCCCC*)=O,20.69
C(CCCCCCCCCC(=O)Nc1ccc(C(OCCCCCC*)=O)cc1)C(Nc1ccc(C(=O)O*)cc1)=O,20.19
C(CCNC(=O)c1ccc(C(NCCCCCC(OCCCCCC*)=O)=O)cc1)CCC(O*)=O,29.18
O=C(CC(C(Cl)(Cl)C)O*)*,37.3
C(NC(CCCCC(=O)NCCCCCC(OCCCCCCCC*)=O)=O)CCCCC(=O)O*,18.79
C(CCCCCCCCC(Nc1ccc(C(O*)=O)cc1)=O)CC(Nc1ccc(C(=O)OCCCCCCCC*)cc1)=O,18.52
C(CCCCC(O*)=O)NC(c1ccc(C(=O)NCCCCCC(OCCCCCCCC*)=O)cc1)=O,27.1
C(CCCCCCCC(OCCCCC*)=O)C(O*)=O,37.28
*OC(CCCCCNC(CCCCC(=O)NCCCCCC(=O)OCCCC*)=O)=O,21.6
C(c1ccc(NC(CCCCCCCCCCC(Nc2ccc(C(=O)OCCCC*)cc2)=O)=O)cc1)(O*)=O,21.52
C(=O)(OCCCC*)CCCC(=O)O*,31.41
C(CCC(OCCCC*)=O)CCNC(c1ccc(C(NCCCCCC(=O)O*)=O)cc1)=O,31.12
*OC(c1ccc2c(ccc(C(=O)OCCC*)c2)c1)=O,18.1
c1c(C(NCCCCCC(=O)OCC*)=O)ccc(C(=O)NCCCCCC(=O)O*)c1,17.83
c1c(*)cc2c(c1)C(=O)N(c1ccc(C(Nc3ccc(C(=O)OCCCCOC(*)=O)cc3)=O)cc1)C2=O,26.33
c1c(*)cc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(C(OCCCCCOC(*)=O)=O)cc3)cc1)C2=O,19.53
c1c(*)ccc2c1C(=O)N(c1ccc(C(=O)Nc3ccc(C(OCCCCCCOC(*)=O)=O)cc3)cc1)C2=O,18.18
*c1ccc2c(c1)C(=O)N(c1ccc(C(Nc3ccc(C(OCCCCCCCOC(*)=O)=O)cc3)=O)cc1)C2=O,20.25
N1(c2ccc(C(=O)Nc3ccc(C(OCCCCCCCCOC(*)=O)=O)cc3)cc2)C(=O)c2ccc(*)cc2C1=O,16.63
C1(=O)N(c2ccc(C(Nc3ccc(C(=O)OCCCCCCCCCOC(*)=O)cc3)=O)cc2)C(=O)c2c1ccc(*)c2,15.48
c1(NC(=O)c2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2)ccc(C(=O)OCCCCCCCCCCOC(*)=O)cc1,14.52
c1(N2C(=O)c3ccc(*)cc3C2=O)ccc(C(Nc2ccc(C(=O)OCCCCCCCCCCCCOC(*)=O)cc2)=O)cc1,8.62
C(=O)(NCCCC*)CCCCC(N*)=O,64.85
C(C(=O)N*)CCCC*,35.23
N(*)C(=O)CCCCC(=O)NCCCCCC*,40.61
C(CCCCCC(=O)NCCCCCC*)C(N*)=O,62.18
C(CCCCCCC(NCCCCCC*)=O)C(N*)=O,22.04
C(CCCCCCCC(NCCCCCC*)=O)C(N*)=O,39.56
C(CCCCCCC(=O)NCCCCCC*)CCCC(N*)=O,43.53
C(C(N*)=O)CCCCC*,25.57
*CCCCCCCC(=O)N*,48.41
C(CCCCC(=O)N*)CCCCC*,24.27
C(CCCCCC(N*)=O)CCCCC*,46.0
C(CCCCCC*)CCCNC(CCCCCCCCC(N*)=O)=O,40.0
C1CC(CC2CCC(NC(CCCCCCCCCCC(=O)*)=O)CC2)CCC1N*,25.59
C(c1cc(C(=O)NCCCCCC*)ccc1)(=O)N*,53.05
C(CCCCC(=O)NCc1cc(C*)ccc1)(=O)N*,25.87
N(*)C(=O)CCC=CCCC(=O)NCCCC*,31.26
C1CN(C(=O)CCCCCCCCC(*)=O)CCN1*,52.64
C(CC=CCCC(=O)NCCCCCC*)C(N*)=O,24.7
C(CCC(NCCCCCCCCCC*)=O)=CCCC(N*)=O,32.24
N1(C(=O)CCCCCCCCC(=O)N2CCN(CCCCCCCCCC*)CC2)CCN(*)CC1,53.56
C(CCCCCC(N*)=O)CC(NCCCCCCCCCC*)=O,50.69
CC(C)(C*)C(N*)=O,33.22
C(C(N*)=O)CC*,38.13
N(*)C(=O)CCCCCC(NCCCCC*)=O,38.39
C(CC=CCCC(=O)NCCC*)C(N*)=O,35.72
C(C(N*)=O)CC=CCCC(NCCCCC*)=O,26.16
C(CC=CCCC(=O)NCCCCCCC*)C(N*)=O,28.31
C(CC=CCCC(NCCCCCCCC*)=O)C(N*)=O,22.55
C(CC=CCCC(NCCCCCCCCC*)=O)C(N*)=O,27.48
c1cc(C(=O)NCCCC*)ccc1C(N*)=O,94.18
C(c1ccc(CCC(=O)NCCCCCC*)cc1)CC(=O)N*,44.13
O=C(*)CCCCC(=O)Nc1cc(N*)ccc1,46.36
C(NC(=O)C(=O)N*)CCCCC*,62.02
C1CN(C(=O)CCC=CCCC(*)=O)CCN1*,33.97
C(CCCCC(=O)NCC1CC(C*)CCC1)(=O)N*,5.67
C1(NC(CCCCCCCCCCCCC(=O)*)=O)CCC(CC2CCC(N*)CC2)CC1,12.75
C(CCCCCC*)CCCCCNC(=O)CCP(C)(CCC(N*)=O)=O,9.73
*NC(C(CCCCCCCCCCCC)C(NCCCCCCCCCC*)=O)=O,13.71
CCCCC(C(N*)=O)C(=O)NCCCCCC*,21.85
C(CCCCC)CCCCC(C(N*)=O)C(=O)NCCCCCC*,23.23
N(CCCCCC*)C(C(C(N*)=O)CCCCCCCCCCCC)=O,32.76
*NC(C(CCCCCCCCCCCCCCCCC)C(NCCCCCC*)=O)=O,53.53
CCCCCCCC(C(N*)=O)C(NCCCCCC*)=O,11.47
*NC(C(CCCCCCCCCCCCCCCC)C(NCCCCCC*)=O)=O,38.94
CCCCCCC(C(N*)=O)C(NCCCCCC*)=O,17.72
C(CCCCCC(C(N*)=O)C(=O)NCCCCCC*)CCC,21.64
C(C(N*)=O)(CCCCCCCCCCCCCCCCCC)C(NCCCCCC*)=O,52.69
CCCCCCCCC(C(N*)=O)C(NCCCCCC*)=O,21.95
*NC(C(CCCCCCCCCCCCCCC)C(NCCCCCC*)=O)=O,42.36
CCCCCC(C(N*)=O)C(=O)NCCCCCC*,21.49
N(*)C(C(CCC)C(=O)NCCCCCC*)=O,21.03
N(CCCCCC*)C(C(C(N*)=O)CCCCCCCCCCCCCC)=O,30.58
N(CCCCCC*)C(C(C(N*)=O)CCCCCCCCCCCCC)=O,33.12
N(CCCCCC*)C(C(C(N*)=O)CCCCCCCCCCC)=O,28.87
N(CCCCCC*)C(CC(C)(c1ccc(C(C)(C)CC(=O)N*)cc1)C)=O,4.38
N(CCCCCC*)C(CC(C)c1ccc(C(C)CC(=O)N*)cc1)=O,11.87
*NC(=O)C(C(NCCCCCCCCC*)=O)CCCCCCCCCCCC,14.55
C(CCCCCC*)CNC(C(C(N*)=O)CCCCCCCCCCCC)=O,13.79
C(C(CCCCCCCCCCCC)C(N*)=O)(NCCCCC*)=O,19.52
C(CCCCC)CCCCCCC(C(=O)NCCCC*)C(N*)=O,39.95
C(CCCCCC*)NC(=O)C(C(N*)=O)CCCCCCCCCCCC,15.71
C(NC(=O)CCCCC(NCCCCCC*)=O)C(N*)=O,35.31
N(C(O*)=O)CCCCC*,73.38
O(*)C(=O)NCCCCCCNC(OCC*)=O,21.16
N(C(O*)=O)CCCCCCNC(=O)OCCC*,28.37
N(CCCCCCNC(=O)OCCCC*)C(O*)=O,44.03
N(CCCCCCNC(OCCCCC*)=O)C(O*)=O,27.33
N(CCCCCCNC(OCCCCCC*)=O)C(O*)=O,37.25
N(CCCCCCNC(=O)OCCCCCCC*)C(O*)=O,30.32
C(CCCNC(OCCCCCCCC*)=O)CCNC(O*)=O,30.53
C(CCCCNC(O*)=O)CNC(OCCCCCCCCC*)=O,30.17
C(CCCCCC*)CCCOC(NCCCCCCNC(O*)=O)=O,27.21
C(CCCNC(OCC(F)(F)C(F)(F)C*)=O)CCNC(O*)=O,36.03
N(C(=O)OCCC*)c1ccc(Cc2ccc(NC(O*)=O)cc2)cc1,47.76
O=C(OCCCC*)Nc1ccc(Cc2ccc(NC(O*)=O)cc2)cc1,52.18
C(Nc1ccc(Cc2ccc(NC(O*)=O)cc2)cc1)(OCCCCC*)=O,29.45
O(CCCCCC*)C(Nc1ccc(Cc2ccc(NC(O*)=O)cc2)cc1)=O,32.31
c1c(NC(=O)OCCCCCCC*)ccc(Cc2ccc(NC(O*)=O)cc2)c1,23.05
c1cc(Cc2ccc(NC(O*)=O)cc2)ccc1NC(OCCCCCCCC*)=O,36.98
c1c(NC(OCCCCCCCCC*)=O)ccc(Cc2ccc(NC(O*)=O)cc2)c1,31.26
C(CCCCCCCCC*)OC(Nc1ccc(Cc2ccc(NC(O*)=O)cc2)cc1)=O,23.4
*NC(CCCCCCCCCCCC(=O)NCCCCCCCCCCCCC*)=O,30.22
*CCCCCCNC(=O)N*,49.48
*CCCCCCCNC(=O)N*,33.27
C(CC(=O)*)CCC(=O)O*,96.83
C(CCCCCC(=O)*)CCC(=O)O*,83.87
*CCCCCCOC(=O)O*,31.95
O=C(*)Oc1ccc(C(C)(c2ccc(O*)cc2)C)cc1,16.83
C(=NN=C(c1ccc(O*)cc1)C)(c1ccc(OC(OCCCCCCOC(=O)*)=O)cc1)C,44.64
C(CCCCCCCOC(=O)Oc1ccc(C(=NN=C(c2ccc(O*)cc2)C)C)cc1)OC(*)=O,34.42
C(CCOC(*)=O)CCCCCCCOC(=O)Oc1ccc(C(=NN=C(c2ccc(O*)cc2)C)C)cc1,28.99
O(CCCCCCCCCCCCOC(=O)Oc1ccc(C(C)=NN=C(C)c2ccc(O*)cc2)cc1)C(=O)*,23.17
O(C(=O)O*)CCCC*,64.6
C(CCCCOC(O*)=O)CCCCC*,44.07
O(C(O*)=O)CCCCC*,15.11
C(CC*)(=O)*,93.5
*CCC1C2C(C(*)C1)CCC2,23.26
C1(CC*)CCC(*)C1,23.52
*C1C2C(C(CC*)C1)C1CCC2C1,10.18
c1c(S(=O)(O)=O)ccc(C(*)C*)c1,11.0
C(*)CCCCCC(Cl)CCCCCCC=C*,11.79
C(CCC(CCCCCCCCCC=C*)Cl)CCCCCC*,27.65
O(CCOCC(CCCCCCCCCCCCCCCCCCCC*)*)CCOCCOCCOCc1c2ccc3c4c(ccc3)ccc(cc1)c42,13.63
C(OCCOCC(CCCCCCCCCC=C*)CCCCCCCCC*)COCCOCCOCCCCCC,8.9
O(CCOCC(CCCCCCCCCC=C*)CCCCCCCCC*)CCOCCOCCOCCCCCCCCCCCCCC,20.64
O(CCOCC(CCCCCCCCCCCCCCCCCCCC*)*)CCOCCOCCOCCCCCCCCCCCCCC,28.0
C(CCCCNC(=O)CCCCCCCCCCNC(=O)C(*)(C)C*)CCCCCC(OC)=O,10.57
C(CCNC(=O)C(*)(C)C*)CCCCCCCC(=O)NCCCCCCCCCCC(O)=O,12.52
c12ccc3c4ccc5c6c(ccc(c46)c4ccc(c1c34)C(=O)N(C(CCCCCCC)CCCCCCC)C2=O)C(=O)N(CCCCCCCCCCCOC(=O)C(*)C*)C5=O,6.12
*C(Cl)CCCCCCCCCCCCCC*,10.35
C(CCCCCCCCCCCCCCC*)CCCCC(Cl)*,41.96
*C=CC1C2C(C(*)C1)CC=C2,41.11
O(c1cccc(O*)c1)C(c1ccc(Oc2ccc(C(=O)*)cc2)cc1)=O,26.83
O(c1ccc(-c2ccc(O*)cc2)cc1)C(=O)c1cc(Oc2cc(C(*)=O)ccc2)ccc1,73.55
c1c(C(=O)*)cccc1C(Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(O*)cc4)cc3)cc2)cc1)=O,64.24
c1(OC(c2ccc(Oc3ccc(C(*)=O)cc3)cc2)=O)ccc(Oc2ccc(O*)cc2)cc1,55.4
c1c(Oc2ccc(C(=O)Oc3ccc(Oc4ccc(Oc5ccc(O*)cc5)cc4)cc3)cc2)ccc(C(=O)*)c1,79.04
c1c(Oc2ccc(C(Oc3ccc(Oc4ccc(Oc5ccc(Oc6ccc(O*)cc6)cc5)cc4)cc3)=O)cc2)ccc(C(*)=O)c1,41.49
c1c(Oc2ccc(Oc3ccc(C(Oc4ccc(Oc5ccc(O*)cc5)cc4)=O)cc3)cc2)ccc(C(=O)*)c1,48.89
c1c(Oc2ccc(Oc3ccc(C(=O)Oc4ccc(Oc5ccc(Oc6ccc(O*)cc6)cc5)cc4)cc3)cc2)ccc(C(*)=O)c1,76.73
O(c1ccc(C(=O)Oc2ccc(Oc3ccc(Oc4ccc(Oc5ccc(O*)cc5)cc4)cc3)cc2)cc1)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,30.44
c1ccc(Oc2ccc(O*)cc2)cc1C(Oc1ccc(OC(c2cc(*)ccc2)=O)cc1)=O,44.88
c1c(*)cccc1C(=O)Oc1ccc(-c2ccc(OC(c3cc(Oc4ccc(O*)cc4)ccc3)=O)cc2)cc1,57.07
c1c(C(=O)*)cccc1Oc1ccc(-c2ccc(Oc3cc(C(Oc4ccc(O*)cc4)=O)ccc3)cc2)cc1,56.34
c1cc(Oc2cc(O*)ccc2)ccc1Oc1cc(OC(=O)c2ccc(C(*)=O)cc2)ccc1,18.79
c1c(C(=O)*)ccc(-c2ccc(C(Oc3cccc(Oc4ccc(Oc5cc(O*)ccc5)cc4)c3)=O)cc2)c1,58.26
c1cc(Oc2cc(O*)ccc2)ccc1C(Oc1cc(OC(c2ccc(*)cc2)=O)ccc1)=O,12.53
c1cc(Oc2cc(O*)ccc2)ccc1C(Oc1ccc(OC(c2ccc(*)cc2)=O)cc1)=O,43.84
c1(*)ccc(C(c2cc(O*)ccc2)=O)cc1,47.28
CS(=O)(=O)CC(C*)O*,0.37
*CC(CS(CCC)(=O)=O)O*,0.16
*CC(CS(CCCC)(=O)=O)O*,0.13
O=S(CCCCC)(CC(O*)C*)=O,0.44
c1c(C(c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)=O)cccc1O*,92.57
c1cc(C(C)(c2ccc(OC(c3ccc(OCCCCCCCCCCOc4ccc(C(*)=O)cc4)cc3)=O)cc2)C)ccc1O*,22.1
c1c(C)c(NC(OCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)=O)ccc1NC(OCCCCCCCC*)=O,11.3
C(CCCOC(Nc1c(C)cc(NC(OCCCCCCCCCCC*)=O)cc1)=O)CCCCCCCOc1ccc(-c2ccc(O*)cc2)cc1,28.22
c1cc(OCCCCCCOC(=O)Nc2c(C)cc(NC(OCCCCCC*)=O)cc2)ccc1-c1ccc(O*)cc1,15.32
c1c(C(c2cc(Oc3ccc(*)cc3)c(C(c3ccccc3)=O)cc2O*)=O)cccc1,72.56
c1(O*)ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCCOCCOCC*)cc3)cc2)cc1,55.55
C(C(=O)NCCC*)CCCCCCCC(=O)NCCCOCCOCCO*,27.62
O=C(CCCCCCCCC(=O)NC(C(NCCC*)=O)Cc1ccccc1)NC(C(=O)NCCCOCCOCCO*)Cc1ccccc1,46.76
C(CCCCCCC(=O)NC(C(=O)NCC(NCCC*)=O)Cc1ccccc1)CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO*,47.64
N(CC(NCCCOCCOCCO*)=O)C(C(C(C)C)NC(C(Cc1ccccc1)NC(CCCCCCCCC(=O)NC(Cc1ccccc1)C(NC(C(C)C)C(=O)NCC(NCCC*)=O)=O)=O)=O)=O,42.16
C(CCCCCCCC(=O)NC(C(=O)NC(C(NCCC*)=O)C(C)C)Cc1ccccc1)C(NC(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)NCCCOCCOCCO*)=O,44.71
C(CCCCCCCCCOc1cc(COCCOCCOCCOCC*)cc(CO*)c1)CCCCCC,26.35
c1cc(O*)ccc1OC(=O)c1c(C(=O)OCC=C)cc(C(Oc2ccc(OCCCC*)cc2)=O)cc1,10.14
C12C(C(*)CO1)OCC2OC(CNC(CCCCCCCCC(=O)NCC(=O)O*)=O)=O,33.84
C1C(OC(CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)O*)=O)C2C(C(*)CO2)O1,19.94
*c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5ccc(O*)cc5)cc4)cc3)cc2)cc1,63.91
C(OC(CCCCC(OCCCCCCCCCCCOc1ccc(*)cc1)=O)=O)CCCCCCCCCCOc1cc(-c2sc(*)nn2)ccc1,30.69
C(CCCCCCCCC(OCCCCCCCCCCCOc1ccc(*)cc1)=O)(=O)OCCCCCCCCCCCOc1cc(-c2nnc(*)s2)ccc1,24.74
O(CCCCCCCCCCCOc1cc(-c2nnc(*)s2)ccc1)C(=O)c1cccc(C(OCCCCCCCCCCCOc2cc(*)ccc2)=O)c1,24.19
C(OC(c1ccc(C(OCCCCCCCCCCCOc2cc(*)ccc2)=O)cc1)=O)CCCCCCCCCCOc1cccc(-c2sc(*)nn2)c1,17.01
O(C(CCCCC(=O)OCCCCCCCCCCCOc1cc(*)ccc1)=O)CCCCCCCCCCCOc1cccc(-c2sc(*)nn2)c1,28.24
C(CCCCCCCC(OCCCCCCCCCCCOc1cc(*)ccc1)=O)C(OCCCCCCCCCCCOc1cccc(-c2sc(*)nn2)c1)=O,23.02
c1ccc(O*)cc1OC(=O)c1ccc(C=Nc2ccc(OCCCCCCOc3ccc(N=Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1,4.37
O(CCCCCCOc1ccc(N=Cc2ccc(C(Oc3cc(O*)ccc3)=O)cc2)cc1F)c1ccc(N=Cc2ccc(C(*)=O)cc2)cc1F,17.55
O(CCCCCCOc1ccc(N=Cc2ccc(C(Oc3cc(O*)ccc3)=O)cc2)cc1Cl)c1ccc(N=Cc2ccc(C(*)=O)cc2)cc1Cl,12.53
c1c(OCCCCCCOc2ccc(N=Cc3ccc(C(=O)Oc4c(Cl)cc(Cl)c(O*)c4)cc3)cc2)ccc(N=Cc2ccc(C(=O)*)cc2)c1,12.53
c1c(OCCCCCCOc2c(F)cc(N=Cc3ccc(C(=O)Oc4c(Cl)cc(Cl)c(O*)c4)cc3)cc2)c(F)cc(N=Cc2ccc(C(*)=O)cc2)c1,19.01
c1c(OCCCCCCOc2c(Cl)cc(N=Cc3ccc(C(=O)Oc4c(Cl)cc(Cl)c(O*)c4)cc3)cc2)c(Cl)cc(N=Cc2ccc(C(*)=O)cc2)c1,20.02
C(CCCCCCCOc1ccc(N=Cc2ccc(C(Oc3cc(O*)ccc3)=O)cc2)cc1)CCCCOc1ccc(N=Cc2ccc(C(=O)*)cc2)cc1,25.45
