enumeration,value
s1c(-c2sc(C*)cc2)ccc1-c1ccc(*)s1,2.0574
c1(-c2sc(C*)cc2)ccc(C(*)=S)s1,2.1956
c1(-c2sc(C*)cc2)ccc(O*)s1,1.9533
*c1ccc(-c2ccc(-c3sc(C*)cc3)cc2)s1,1.9468
c1(-c2sc(C*)cc2)ccc(C(*)=S)cc1,2.0986
c1(-c2sc(C*)cc2)ccc(O*)cc1,1.9368
C(c1sc(*)cc1)c1sc(C*)cc1,1.8382
C(C(=S)*)c1sc(C*)cc1,1.8463
C(=O)(c1sc(C*)cc1)c1ccc(*)s1,2.0215
*Cc1sc(C(=O)C(*)=S)cc1,1.9676
C(=O)(c1sc(C*)cc1)O*,1.8582
C(=S)(c1sc(C*)cc1)c1ccc(*)s1,2.0063
C(=S)(c1sc(C*)cc1)O*,2.0221
N(c1sc(*)cc1)c1sc(C*)cc1,1.8772
N(C(=S)*)c1sc(C*)cc1,1.9817
c1(NO*)ccc(C*)s1,1.8806
O(c1sc(*)cc1)c1sc(C*)cc1,1.8388
O(C(=S)*)c1sc(C*)cc1,1.9478
*c1ccc(-c2sc(-c3ccc(C*)cc3)cc2)s1,1.9768
c1cc(-c2sc(-c3ccc(C*)cc3)cc2)ccc1*,1.9726
c1(-c2ccc(C*)cc2)ccc(C(*)=S)s1,2.0798
s1c(-c2ccc(-c3ccc(C*)cc3)cc2)ccc1*,2.0164
c1c(-c2ccc(-c3ccc(C*)cc3)cc2)ccc(*)c1,1.8915
S=C(*)c1ccc(-c2ccc(C*)cc2)cc1,2.0502
c1(-c2ccc(C*)cc2)ccc(O*)cc1,1.8665
C(c1sc(*)cc1)c1ccc(C*)cc1,1.8173
C(c1ccc(*)cc1)c1ccc(C*)cc1,1.8203
*Cc1ccc(CC(=S)*)cc1,1.8601
C(=O)(c1ccc(C*)cc1)c1ccc(*)s1,1.9009
*c1ccc(C(=O)c2ccc(C*)cc2)cc1,1.9018
*Cc1ccc(C(=O)C(=S)*)cc1,1.9454
C(=S)(c1ccc(C*)cc1)c1ccc(*)s1,1.9663
*c1ccc(C(=S)c2ccc(C*)cc2)cc1,1.9675
*Cc1ccc(C(=S)O*)cc1,1.8934
N(c1sc(*)cc1)c1ccc(C*)cc1,1.8937
N(c1ccc(*)cc1)c1ccc(C*)cc1,1.8879
*Cc1ccc(NC(=S)*)cc1,1.9161
O(c1sc(*)cc1)c1ccc(C*)cc1,1.8289
*Cc1ccc(OC(=S)*)cc1,1.8273
c1(-c2sc(*)cc2)sc(CC*)cc1,1.9248
c1(C(=S)*)sc(CC*)cc1,2.0043
c1c(O*)sc(CC*)c1,1.7996
c1(-c2sc(*)cc2)ccc(CC*)cc1,1.9106
*CCc1ccc(C(=S)*)cc1,1.9173
c1(O*)ccc(CC*)cc1,1.7865
c1cc(*)sc1CCC*,1.7538
c1c(*)ccc(CCC*)c1,1.7489
C(CC*)C(=O)*,1.6556
C(CC*)C(=S)*,1.7702
c1cc(*)sc1C(CC*)=O,1.8757
*CCC(c1ccc(*)cc1)=O,1.8245
C(=O)(CC*)C(=S)*,1.9627
C(CC*)(=S)O*,1.8214
c1cc(*)sc1NCC*,1.8184
c1c(*)ccc(NCC*)c1,1.7816
N(CC*)C(=S)*,1.8641
O(CC*)N*,1.7034
c1c(-c2ccc(*)s2)sc(C(=O)C*)c1,2.0695
c1c(-c2ccc(*)cc2)sc(C(=O)C*)c1,2.0173
*CC(=O)c1sc(C(*)=O)cc1,1.9246
*CC(=O)c1sc(C(*)=S)cc1,2.0669
c1c(O*)sc(C(=O)C*)c1,1.9109
c1c(-c2ccc(*)s2)ccc(C(=O)C*)c1,2.0511
*c1ccc(-c2ccc(C(=O)C*)cc2)cc1,1.9046
*CC(=O)c1ccc(C(=O)*)cc1,1.8797
*CC(=O)c1ccc(C(=S)*)cc1,2.0297
*CC(=O)c1ccc(O*)cc1,1.7866
c1cc(*)sc1CC(=O)C*,1.7990000000000002
*CC(=O)Cc1ccc(*)cc1,1.7624
O=C(CC(=O)*)C*,1.7565
O=C(CC(=S)*)C*,1.8167
O=C(CO*)C*,1.6922
*CC(=O)C(c1ccc(*)s1)=S,2.0529
*CC(=O)C(c1ccc(*)cc1)=S,2.03
O=C(C(C(*)=O)=S)C*,2.1903
O=C(C(O*)=S)C*,1.9836
c1cc(*)sc1NC(=O)C*,1.8784
*CC(=O)Nc1ccc(*)cc1,1.8294
O=C(NC(=O)*)C*,1.7864
O=C(NC(=S)*)C*,1.9255
c1cc(*)sc1OC(=O)C*,1.8447
O=C(OC(=O)*)C*,1.7033
O=C(OC(=S)*)C*,1.7532
*CC(=S)c1sc(C(*)=S)cc1,2.4487
c1c(O*)sc(C(=S)C*)c1,2.1619
*CC(=S)c1ccc(N*)cc1,2.1325
*CC(=S)c1ccc(O*)cc1,1.9879
S=C(CC(=S)*)C*,1.9346
S=C(CO*)C*,1.8843
S=C(C(C(*)=S)=O)C*,2.1951
S=C(C(O*)=O)C*,1.92
S=C(NC(=S)*)C*,2.0504
S=C(NO*)C*,1.9431
S=C(OC(=S)*)C*,1.9523
c1(-c2ccc(*)cc2)sc(NC*)cc1,1.9424
c1(C(=O)*)sc(NC*)cc1,2.0195
c1(C(=S)*)sc(NC*)cc1,2.251
c1c(N*)sc(NC*)c1,1.8551
c1c(O*)sc(NC*)c1,1.8497
c1(-c2sc(*)cc2)ccc(NC*)cc1,1.9541
*CNc1ccc(C(=O)*)cc1,1.9491
c1(N*)ccc(NC*)cc1,1.8632
c1(O*)ccc(NC*)cc1,1.8414
c1cc(*)sc1CNC*,1.7813
c1c(*)ccc(CNC*)c1,1.7745
C(NC*)C(=O)*,1.7201
C(NC*)C(=S)*,1.8901
C(NC*)N*,1.7262
C(NC*)O*,1.6697
c1cc(*)sc1C(NC*)=O,1.8558
C(=O)(NC*)C(=S)*,1.9972
c1cc(*)sc1C(NC*)=S,1.9675
*CNC(c1ccc(*)cc1)=S,1.8914
C(=S)(NC*)C(=O)*,2.0233
C(NC*)(=S)N*,1.8071
C(NC*)(=S)O*,1.8672
c1cc(*)sc1ONC*,1.8539
c1c(*)ccc(ONC*)c1,1.8294
O(NC*)C(=S)*,1.8633
O(NC*)N*,1.7453
c1(-c2ccc(*)cc2)sc(OC*)cc1,1.9391
c1c(O*)sc(OC*)c1,1.795
c1(O*)ccc(OC*)cc1,1.7891
C(OC*)(=O)O*,1.6569999999999998
C(OC*)(=S)O*,1.8467
N(OC*)C(=O)*,1.7438
N(OC*)O*,1.7417
c1(*)sc(-c2ccc(-c3sc(C(*)=O)cc3)s2)cc1,2.705
c1(-c2sc(C(*)=S)cc2)sc(C(*)=O)cc1,2.3807
c1(-c2sc(O*)cc2)ccc(C(*)=O)s1,2.0521
*c1sc(-c2ccc(-c3sc(C(*)=O)cc3)cc2)cc1,2.5812
*C(c1ccc(-c2sc(C(*)=O)cc2)cc1)=S,2.2782
c1(-c2ccc(O*)cc2)ccc(C(*)=O)s1,2.1334
c1(C(c2ccc(*)s2)=O)sc(C(*)=O)cc1,2.0879
*C(c1sc(C(C(*)=S)=O)cc1)=O,2.3542
*OC(=O)c1sc(C(*)=O)cc1,1.8811
*OC(=S)c1sc(C(*)=O)cc1,2.068
c1(Oc2ccc(*)s2)sc(C(*)=O)cc1,2.0427
*C(c1sc(OC(*)=S)cc1)=O,2.3124
c1c(*)ccc(-c2ccc(-c3ccc(C(*)=O)cc3)s2)c1,2.2925
c1(-c2sc(O*)cc2)ccc(C(*)=O)cc1,1.9796
c1cc(*)ccc1-c1ccc(-c2ccc(C(*)=O)cc2)cc1,2.0217
c1cc(C(*)=O)ccc1-c1ccc(C(*)=S)cc1,2.2139
c1(*)ccc(C(c2ccc(C(*)=O)cc2)=O)s1,2.003
c1cc(C(*)=O)ccc1C(c1ccc(*)cc1)=O,1.9846
c1(C(C(=S)*)=O)ccc(C(*)=O)cc1,2.0994
*OC(=S)c1ccc(C(=O)*)cc1,2.0397
c1(Oc2ccc(*)s2)ccc(C(*)=O)cc1,2.0027
*C(c1ccc(OC(=S)*)cc1)=O,2.0762
C(=S)(C(*)=O)OC(*)=S,2.3004
*C(Oc1sc(C(*)=S)cc1)=O,2.0962
O(C(=O)*)c1sc(O*)cc1,1.8728
*C(Oc1ccc(C(=S)*)cc1)=O,2.0099
O=C(OC(=O)*)O*,1.5714
S=C(OC(=O)*)O*,1.7396
s1c(-c2sc(N*)cc2)ccc1-c1ccc(*)s1,2.5509
c1(-c2sc(C*)cc2)ccc(N*)s1,1.9938
c1(-c2sc(N*)cc2)ccc(C(*)=O)s1,2.3930000000000002
c1(-c2sc(N*)cc2)ccc(C(*)=S)s1,2.7581
*c1ccc(-c2ccc(-c3sc(N*)cc3)cc2)s1,2.4847
c1(-c2sc(N*)cc2)ccc(C(*)=S)cc1,2.2022
C(=O)(c1sc(N*)cc1)c1ccc(*)s1,2.5062
*Nc1sc(C(=O)C(*)=S)cc1,2.5145
C(=S)(c1sc(N*)cc1)c1ccc(*)s1,2.292
C(=S)(c1sc(N*)cc1)c1ccc(*)cc1,2.2999
N(c1sc(*)cc1)c1sc(N*)cc1,1.9478
N(C(=S)*)c1sc(N*)cc1,2.19
O(c1sc(*)cc1)c1sc(N*)cc1,1.9001
O(C(=S)*)c1sc(N*)cc1,2.0409
*c1ccc(-c2sc(-c3ccc(N*)cc3)cc2)s1,2.0981
c1cc(-c2sc(-c3ccc(N*)cc3)cc2)ccc1*,2.3449
c1(-c2ccc(N*)cc2)ccc(C(*)=S)s1,2.4805
s1c(-c2ccc(-c3ccc(N*)cc3)cc2)ccc1*,2.339
c1c(-c2ccc(-c3ccc(N*)cc3)cc2)ccc(*)c1,2.0006
c1(-c2ccc(C*)cc2)ccc(N*)cc1,1.9585
S=C(*)c1ccc(-c2ccc(N*)cc2)cc1,2.1003
c1(-c2ccc(N*)cc2)ccc(O*)cc1,1.9841
C(=O)(c1ccc(N*)cc1)c1ccc(*)s1,2.186
*Nc1ccc(C(=O)C(=S)*)cc1,2.2161
*Nc1ccc(C(=O)O*)cc1,1.8988
*c1ccc(C(=S)c2ccc(N*)cc2)cc1,2.3239
N(c1sc(*)cc1)c1ccc(N*)cc1,1.9889
N(O*)c1ccc(N*)cc1,1.8848
O(c1sc(*)cc1)c1ccc(N*)cc1,1.9073
O(c1ccc(*)cc1)c1ccc(N*)cc1,1.9297
*Nc1ccc(OC(=S)*)cc1,1.9514
c1c(-c2ccc(*)cc2)sc(C(=O)N*)c1,2.2535
*NC(=O)c1sc(C(*)=O)cc1,2.0340000000000003
*NC(=O)c1sc(C(*)=S)cc1,2.2308
c1c(O*)sc(C(=O)N*)c1,1.969
c1c(-c2ccc(*)s2)ccc(C(=O)N*)c1,2.1305
*c1ccc(-c2ccc(C(=O)N*)cc2)cc1,2.0808
*NC(=O)c1ccc(C(=S)*)cc1,1.9709999999999999
*NC(=O)c1ccc(O*)cc1,1.9128
*NC(=O)C(c1ccc(*)s1)=S,2.5744
*NC(=O)C(c1ccc(*)cc1)=S,2.1735
O=C(C(C(*)=O)=S)N*,2.263
O=C(C(O*)=S)N*,2.1173
c1cc(*)sc1NC(=O)N*,2.0074
*NC(=O)Nc1ccc(*)cc1,1.9598
O=C(NC(=O)*)N*,1.8738
O=C(NC(=S)*)N*,2.102
O=C(NO*)N*,1.8753
c1cc(*)sc1OC(=O)N*,1.9321
*NC(=O)Oc1ccc(*)cc1,1.8802
O=C(OC(=S)*)N*,1.9479
*NC(=S)c1sc(C(*)=S)cc1,2.3514
c1c(O*)sc(C(=S)N*)c1,2.1391
*NC(=S)c1ccc(O*)cc1,1.9858
S=C(C(O*)=O)N*,2.1342
*NC(=S)Nc1ccc(*)cc1,2.0938
S=C(NC(=S)*)N*,2.2528
S=C(NO*)N*,2.0671
S=C(OC(=S)*)N*,2.157
c1(O*)ccc(ON*)cc1,1.8691
C(ON*)(=O)O*,1.7479
C(ON*)(=S)O*,1.942
c1cc(NC(=S)N*)ccc1NC(Nc1ccc(Oc2ccc(*)cc2)cc1)=S,2.0467
c1cc(NC(=S)N*)ccc1NC(Nc1ccc(Cc2ccc(*)cc2)cc1)=S,1.9843
*c1ccc(Cc2ccc(NC(=S)N*)cc2)cc1,1.8992
C(Nc1cc(NC(OCCOCC*)=O)ccc1C)(=O)O*,1.7289
*C(NC(c1ccc(*)cc1)=O)=O,1.8899
O=C(OC(=O)*)N*,1.7525
c1cc(OC(CC(CCO*)=O)=O)ccc1*,1.7251
c1(N*)ccc(C(NC(OCC*)=S)=S)cc1,2.0467
C(OCO*)CCNC*,1.6616
*CNCNC(NC(=O)N*)=O,1.6781
C(OCO*)NC(NC*)=O,1.6883
*CNC(ONC(NO*)=O)=O,1.7609
C(CCO*)OCOC*,1.6589
C(=O)(NCCNC*)OC*,1.6706
c1(Nc2sc(OC(=S)Nc3sc(C(*)=O)cc3)cc2)ccc(*)s1,2.0222
*NOC(NCC(NC(=O)*)=O)=O,1.7831
*NCCCNC(=O)NC(=O)*,1.7499
N(C(=O)NC(Nc1sc(N*)cc1)=O)C(=O)*,1.9797
*NCNC(OC(NC(=O)*)=O)=O,1.7355
O(NC(=O)*)CCCCO*,1.6747
*C(ONC(c1ccc(C(=O)c2ccc(O*)cc2)s1)=O)=O,1.8941
s1c(C(F)(F)*)ccc1C(F)(F)c1sc(*)cc1,1.899
c1(C(F)(F)C(*)=S)ccc(C(*)(F)F)s1,1.8028
c1cc(C(F)(*)F)sc1C(F)(F)O*,1.7563
FC(F)(c1ccc(C(F)(F)c2sc(*)cc2)cc1)*,1.8167
FC(F)(c1ccc(C(F)(F)c2ccc(*)cc2)cc1)*,1.8364
c1(C(F)(F)C(*)=S)ccc(C(*)(F)F)cc1,1.8005
c1cc(C(F)(*)F)ccc1C(F)(F)O*,1.7269
c1(C(F)(C(*)(F)F)F)sc(C(*)=S)cc1,1.985
C(F)(C(F)(*)F)(c1sc(O*)cc1)F,1.7924
FC(C(F)(F)c1ccc(-c2sc(*)cc2)cc1)(F)*,1.7814
FC(C(F)(F)c1ccc(-c2ccc(*)cc2)cc1)(F)*,1.9016
c1(C(C(*)(F)F)(F)F)ccc(C(*)=S)cc1,1.9682
C(F)(C(F)(*)F)(c1ccc(O*)cc1)F,1.7437
C(F)(C(F)(*)F)(Cc1ccc(*)s1)F,1.7679
C(F)(C(F)(*)F)(Cc1ccc(*)cc1)F,1.7264
FC(C(F)(F)*)(CC(*)=O)F,1.6044
FC(C(F)(F)*)(CC(*)=S)F,1.767
FC(C(*)(F)F)(CN*)F,1.5942
FC(C(*)(F)F)(CO*)F,1.5633
O=C(C(F)(C(*)(F)F)F)c1ccc(*)s1,1.8316
O=C(C(C(*)(F)F)(F)F)c1ccc(*)cc1,1.8174
*C(C(C(F)(F)C(*)(F)F)=O)=S,1.9833
FC(C(F)(F)*)(F)C(=S)O*,1.7142
C(F)(C(F)(*)F)(Nc1ccc(*)s1)F,1.8619999999999999
C(F)(C(F)(*)F)(Nc1ccc(*)cc1)F,1.7935
FC(C(F)(F)*)(NC(*)=O)F,1.642
FC(C(F)(F)*)(NC(*)=S)F,1.765
FC(C(*)(F)F)(ON*)F,1.6008
FC(F)(c1ccc(*)s1)CC(F)(*)F,1.7568
FC(F)(c1ccc(*)cc1)CC(F)(*)F,1.7249
C(C(F)(F)*)C(F)(F)C(*)=O,1.6107
C(C(F)(F)*)C(F)(F)C(*)=S,1.7605
C(C(*)(F)F)C(F)(F)N*,1.6205
C(C(*)(F)F)C(F)(F)O*,1.5813
*C(C(C(=O)C(*)(F)F)(F)F)=O,1.6328
O=C(C(F)(F)*)C(F)(F)O*,1.5807
S=C(C(F)(F)*)C(F)(F)O*,1.6753
FC(F)(c1ccc(*)s1)NC(F)(*)F,1.7771
FC(F)(c1ccc(*)cc1)NC(F)(*)F,1.7422
N(C(F)(F)*)C(F)(F)C(*)=O,1.6253
N(C(F)(F)*)C(F)(F)C(*)=S,1.7879
N(C(*)(F)F)C(F)(F)N*,1.6331
N(C(*)(F)F)C(F)(F)O*,1.5936
c1(*)ccc(-c2sc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)s1,2.6460000000000004
c1c(*)ccc(-c2ccc(-c3sc(C(*)=S)cc3)cc2)c1,2.5024
*c1sc(-c2ccc(C(=S)c3ccc(*)cc3)s2)cc1,2.7768
c1(CO*)ccc(C*)s1,1.8606
c1(C(c2ccc(*)s2)=S)sc(C(*)=O)cc1,2.2975
*c1sc(-c2ccc(-c3ccc(C(*)=O)cc3)s2)cc1,2.1519
*C(c1ccc(-c2ccc(C(*)=O)cc2)s1)=S,2.244
s1c(*)ccc1-c1ccc(-c2ccc(C(*)=O)cc2)cc1,2.3607
c1(*)ccc(C(c2ccc(C(*)=O)cc2)=S)s1,2.1236
c1cc(C(*)=O)ccc1C(c1ccc(*)cc1)=S,2.1209
C(=O)(c1sc(N*)cc1)O*,2.0928
S=C(Nc1ccc(NC(NCCCCCC*)=S)cc1)N*,1.8822
c1c(-c2ccc(*)s2)sc(C(c2ccc(C(=O)NC(=O)N*)s2)=S)c1,2.2382
s1c(C(c2sc(C(=S)C(Nc3ccc(-c4sc(*)cc4)cc3)=O)cc2)=S)ccc1*,2.4376
c1cc(C(CO*)=S)sc1C(=S)Cc1ccc(-c2ccc(*)cc2)cc1,2.0738
s1c(-c2ccc(C(c3sc(-c4sc(Nc5ccc(*)cc5)cc4)cc3)=S)s2)ccc1N*,2.4299
c1(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)sc(C(=O)N*)cc1,2.2302
*c1ccc(-c2ccc(CC(=O)OC(CC*)=O)cc2)cc1,1.7345
N(C(NONC(=O)*)=O)c1sc(N*)cc1,2.1192
*c1ccc(C(c2ccc(NCCC(=O)C(*)=S)cc2)=S)cc1,2.3328
s1c(-c2sc(*)cc2)ccc1C(C(F)(F)*)(F)F,1.9785
FC(C(F)(F)*)(F)C(=O)O*,1.5879
FC(F)(c1ccc(*)s1)C(=O)C(*)(F)F,1.8032
FC(F)(c1ccc(*)cc1)C(C(*)(F)F)=O,1.7375
O(C(*)(F)F)C(F)(F)O*,1.5596
