enumeration,value
*CC(*)OC(c1cnccc1)=O,4.7397
O=C(C(C)(C)C)OC(*)C*,6.1579
c1ccccc1C(*)=C*,0.1289
C(=O)(CCC)OC(*)C*,6.8545
*C(c1cccs1)C*,1.7879
*C(OCCCl)C*,6.0339
*CC(*)c1nc(C)nc(C)n1,5.2445
*CC(*)OC(CCCCC)=O,6.3448
*CC(OC)C1C(=O)OC(=O)C1*,5.9975
C(=O)(C(C(C(O)=O)*)C(OC)C*)O,6.3287
*C(n1ccnc1)C*,4.8897
*CC(*)C(c1ccc(Br)cc1)=O,1.5897
*CC(*)OC(CC1CCCC1)=O,6.5327
C1CCC(=O)N1C(*)C*,5.4797
*C(C(O)=O)C*,6.7889
*C(C(OCC)=O)C*,6.2551
O=C(OC(C)C)C(*)C*,6.4162
O(CC(C)C)C(=O)C(*)C*,6.1261
C(CCCCCCCCCOC(=O)C(*)C*)CCCC,6.5079
O=C(OCC=C)C(*)C*,6.066
*CC(*)C(OCC(F)(F)F)=O,6.7005
FC(C(F)(F)F)C(F)(F)COC(=O)C(*)C*,6.8499
FC(F)(C(F)(F)C(F)(F)COC(=O)C(*)C*)F,6.784
FC(F)(C(F)(F)F)C(F)(F)C(F)(COC(=O)C(*)C*)F,6.3101
FC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(COC(=O)C(*)C*)(F)F)(F)F,6.2833
*CC(*)C(OCCCOC)=O,5.8538
O(C(F)(F)F)C(F)(F)C(F)(COC(=O)C(*)C*)F,6.5517
*C(C)(C*)C(OC)=O,6.5972
C(=O)(OCC)C(*)(C)C*,6.4148
O=C(OCCCCCC)C(*)(C)C*,6.4509
O=C(Oc1ccccc1)C(*)(C)C*,5.2323
O=C(OCCc1ccccc1)C(*)(C)C*,5.7104
c12cc(OC(=O)C(*)(C)C*)ccc1cccc2,3.6336
O=C(OCCBr)C(*)(C)C*,5.9262
*CC(*)(C(OCC(F)(F)F)=O)C,6.5436
O=C(OCC(F)(F)C(F)F)C(*)(C)C*,6.3988
FC(F)(F)C(OC(=O)C(*)(C)C*)C(F)(F)F,6.0312
FC(F)(F)C(C(F)(F)F)(F)OC(=O)C(*)(C)C*,6.1534
O=C(OCCO)C(*)(C)C*,6.1908
*CC(*)(C(OCCOCC)=O)C,6.2857
O=C(OCC1OCCC1)C(*)(C)C*,5.5918
*C(Cl)(C*)C(OC)=O,5.8077
C(=O)(OCC)C(*)(Cl)C*,6.3834
*C(C(=O)N)C*,6.3386
*CC(*)C(OC(CC)CC)=O,6.4889
*CC(*)C(OC1CCCCC1)=O,6.0771
N#CC(C(=O)OC)(*)C*,6.7385
*CC(*)C(OC(CC(C)C)C)=O,6.3605
O(CCC#N)C(=O)C(*)C*,6.4368
*C(C(OCF)=O)C*,6.4866
*CC(*)C(OCCCCSC)=O,4.571000000000001
*CC(*)C(OCCCSCC)=O,4.5768
*CC(*)C(OCCSCC#N)=O,5.2595
O(CCCSCCC#N)C(=O)C(*)C*,5.4079999999999995
C(CCCCCOC(=O)C(*)C*)SCC#N,5.2126
O(c1cc(C)ccc1)C(=O)C(*)C*,4.8262
O(c1ccc(OC)cc1)C(=O)C(*)C*,4.4447
O(c1ccc(C#N)cc1)C(=O)C(*)C*,4.6366
N(C(CC)C)C(=O)C(*)C*,5.3154
O=C(OCCOCCO)C(*)(C)C*,5.7449
*CC(*)(C(OCCC#N)=O)C,6.1882
FC(C(F)(C(F)(F)COC(=O)C(*)(C)C*)F)(F)C(F)F,6.3477
*C(F)(C*)C(OC)=O,6.8022
FCC(C(=O)OC)(*)C*,6.854
O(c1ccc(Cl)cc1)C(=O)C(*)C*,2.4559
C(OC(=O)C(*)C*)C(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)F,6.9089
C1CCCCC1N1C(=O)C(*)C(*)C1=O,5.1464
C(=O)(C(*)(C#N)C*)OCC,6.5171
O=C(OCCO)C(*)C*,6.417000000000001
c1ccc2c3ccccc3n(CCCCOC(=O)C(*)(C)C*)c2c1,3.7637
O(C)C(C(CC*)C(*)C(=O)OC)=O,6.6384
*CC(*)(C(=O)OCC(C)C)C#N,6.6162
*CC(C(=O)OC(C)C)(*)C#N,6.4883
C(=O)(C(*)(C#N)C*)OCCCCCCC,6.3455
C(=O)(C(*)(CO)C*)OCC,5.8505
O=C1OC(=O)C(*)C1*,6.3452
FC(*)C*,7.6225
ClC(*)C*,7.0905
*C(F)(F)C*,7.1498
*C(Cl)(Cl)C*,5.4955
C(F)(*)(C(F)*)F,7.6787
C(CC*)=C(Cl)*,5.461
*C(F)(C*)C(F)(F)F,8.6147
*C(C(F)(F)F)C*,8.2263
BrC(*)C*,6.0567
FC(C(*)(Cl)F)(CC*)F,7.7379999999999995
FC(C(*)(F)F)(CC*)F,8.6882
*C(Br)(Br)C*,5.2567
C(CCC(C(Cl)*)Cl)CCCCC*,6.9929
C(CCCCC(Cl)C(Cl)*)CCCCC*,7.2165
C(CC*)C(C(*)Cl)Cl,6.8622
C(F)(=C(Cl)*)C(F)(F)C*,4.8591
FC(C(C*)(F)F)=C*,5.7867
FC1(Cl)C(F)(F)C(*)(F)C(F)(F)C(F)(C(F)(*)F)C1(F)F,7.2365
C1(F)(F)C(F)(*)C(F)(F)C1(F)C(F)(*)F,7.1313
FC1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)C(F)(*)F,7.2142
*C(=C(C(Cl)(Cl)C(*)(Cl)Cl)Cl)Cl,4.2472
C(Cl)(CC*)C(Cl)*,6.5471
C(F)(F)(C(C(F)(F)F)(C=C*)C*)F,6.1653
C(CC*)=C(C)*,5.3639
C(C=C*)(C)C*,5.7207
C(C)(CC*)=C(C)*,4.9429
C(C*)(C=C*)CC,5.4701
C(C=C*)(C*)CCC,5.7221
C1=CC(*)CCC1*,5.6051
C=C(*)C*,5.3034
C(C)(C=C*)C(C)*,5.2899
CC(C(*)(C)C)(C=C*)C,5.1816
CC(C)OC(C(C(C=C*)C(OC(C)C)=O)*)=O,5.3094
*C(C(OCCCC)=O)C(C=C*)C,5.2364
CC(C=C(C)*)C*,5.1994
C(=CCC*)C=C*,4.3008
C1=CC(*)CC1*,5.7164
*OC*,6.6048
CC(*)O*,6.9003
*C(CC)O*,6.1349
*C(C)(C)O*,6.2991
*C(CCC)O*,6.6355
*C(CCC#N)O*,6.5576
*C(CCCC)O*,6.6222
C(C(=O)OC)CC(*)O*,6.1873
*OCC*,5.5372
CC(O*)C*,5.7517
C(C(C*)O*)Cl,6.3441
O(C(C*)C(F)(F)F)*,6.7566
C(C(C*)O*)Br,6.2128
C(C(C*)O*)F,6.1097
C(C(C*)O*)C,5.7746
C(C(C*)O*)=C,4.8923
C(OC)C(O*)C*,5.5702
CC(C)(C*)O*,5.2445
CC(CCl)(O*)C*,5.7953
C(C(O*)C*)CCC,5.4348
O(C(C*)C(C)(C)C)*,5.5394
C(C(O*)C*)OCC,5.5518
C(C=C)OCC(C*)O*,5.2711
CC(C)(C)CC(C*)O*,5.3855
C(CC)COCC(O*)C*,5.3487
C(CC)CCCC(O*)C*,5.8686
*CC(COCCCCCC)O*,5.6762
c1ccccc1C(O*)C*,5.2866
c1ccc(C)cc1OCC(O*)C*,5.1113
c1cc(Cl)ccc1OCC(O*)C*,4.8901
c1(Cl)c(OCC(O*)C*)c(Cl)cc(Cl)c1,4.5851
CC(C(C)*)O*,5.7581
FC(F)(O*)C(F)(*)F,9.8627
C(CC*)O*,6.2459
CC(C)(C*)CO*,5.8123
C(O)C(CO*)(CO)C*,5.7959
C(Br)C(CO*)(CBr)C*,5.992999999999999
C(CC*)CO*,5.9284
C(CC*)CCCO*,6.1189
C(CCO*)CCCCC*,6.1709
*CCCCCCCCCO*,6.1351
*CCCCCCCCCCO*,6.2252
C(CCCCCCO*)CCCCC*,6.2452
*CC1(CO*)CCC(C)CC1,5.8565
c1c(O*)ccc(*)c1,4.035
c1c(O*)cc(*)cc1,4.9932
c1(*)cc(C)c(O*)c(C)c1,4.5265
*Oc1c(OC)cc(*)cc1OC,4.2534
c1c(-c2c(O*)c(-c3ccccc3)cc(*)c2)cccc1,3.9085
C(c1ccc(*)cc1)c1ccc(O*)cc1,4.9481
C1(*)C(C)(C)C(O*)C1(C)C,5.3323
*CC1CCC(COCO*)CC1,6.4282
O(CC*)CO*,6.6358
C(CC*)COCO*,6.4832
C(OCO*)CCCC*,6.5668
C(OCO*)CCCCC*,6.7419
C(CCCOCO*)CCCCC*,6.4692
C(CCCCOCO*)CCCCC*,6.4569
C(OCO*)CCCCCCCCCCCCC*,6.6169
C(CCCCCCCCCCCCCCCCC*)OCO*,6.7236
C(CCOCCCCCCOCCCCCC*)CCO*,5.9688
C(CCCCCC*)CCCOCCCCCCOCCCCCCO*,6.1402
C(CCCCCC*)CCCOCCCCCCCCCCOCCCCO*,6.1738
*OCCCCCOCCCCCCCCCCOCCCCCCCCCC*,5.9245
*OCCCCCCOCCCCCCCCCCOCCCCCCCCCC*,6.1357
C(OCO*)CSSCC*,5.3189
S(CC*)SCCO*,5.6114
S(CCO*)SSSCC*,4.5753
S(c1ccc(*)cc1)c1ccc(O*)cc1,4.5667
*c1ccc(SSCCCCSSc2ccc(O*)cc2)cc1,4.3465
*c1ccc(SSCCSSc2ccc(O*)cc2)cc1,4.0205
S(Sc1ccc(O*)cc1)CCCCCCCCCCSSc1ccc(*)cc1,4.369
C(CCCCCCC(OCCOCC*)=O)C(O*)=O,6.5091
C(CCCCCCCC(OCCOCC*)=O)C(O*)=O,6.492999999999999
C(CCCCC(OCCOCCOCC*)=O)CCCC(O*)=O,6.1436
O(C(c1oc(*)cc1)=O)CCOC(*)=O,4.3379
C(=O)(O*)c1cccc(C(OCCOCC*)=O)c1,4.8122
*c1ccc(C(OCCOC(=O)c2ccc(O*)cc2)=O)cc1,3.8209
c1cc(C(OCCCCCCOC(=O)c2ccc(O*)cc2)=O)ccc1OCC*,4.6906
C(NCCCCCCNC(=O)C*)(CO*)=O,6.0674
C(C(=O)NCCCCCCNC(CCC*)=O)CCO*,5.652
C(CC(=O)NCCCCCCNC(=O)CCCC*)CCO*,5.8826
N(C(=O)CCCCCO*)CCCCCCNC(=O)CCCCC*,5.7609
C(NCCCCCCNC(CCCCCCO*)=O)(CCCCCC*)=O,5.7692
*OCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC*,5.8982
C(NCCCCCCNC(=O)COCC*)(=O)CO*,5.4615
C(CCO*)NC(=O)CCCCC(=O)NCCC*,5.8321
C(NC(=O)CCC*)CCCCOCCCCCNC(CCCO*)=O,5.8594
O=C(CCCCC*)NCCCCCOCCCCCNC(CCCO*)=O,5.841
C(NCCCCCOCCCCCNC(CCCO*)=O)(CCCCCC*)=O,5.944
*OCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCCCCC*,5.9383
C(CCCCCCCCC*)C(=O)NCCCCCOCCCCCNC(CCCO*)=O,5.4741
N(C(=O)CCCC*)CCCCCOCCCCCNC(CCCCO*)=O,5.5360000000000005
O=C(CCCCC*)NCCCCCOCCCCCNC(CCCCO*)=O,5.905
*OCCCCC(NCCCCCOCCCCCNC(CCCCCC*)=O)=O,5.8614
*OCCCCC(NCCCCCOCCCCCNC(=O)CCCCCCCC*)=O,5.8271
C(CCCCCCCCC*)C(=O)NCCCCCOCCCCCNC(CCCCO*)=O,5.6858
O=C(CCCCCCCCOCCCCCCCCC(NCCCCC*)=O)NCCCCCO*,5.9278
c1(OCC(NCCCCCCNC(=O)C*)=O)ccc(O*)cc1,4.6023
O=C(CCCCC*)NCc1ccc(CNC(=O)CCCCCO*)cc1,5.242999999999999
C(c1cccc(C(=O)Nc2ccc(*)cc2)c1)(Nc1ccc(O*)cc1)=O,3.4563
C(=O)(COCC(*)=O)N1CCN(*)CC1,5.5847
C1CN(C(=O)COCCOCC(*)=O)CCN1*,5.6095
c1cc(*)oc1C(=O)NCCCCCCNC(*)=O,4.6438
N(CCCCCCNC(OCCOCC*)=O)C(O*)=O,6.0376
C(CCCNC(OCCOCCOCC*)=O)CCNC(O*)=O,6.2098
C(=O)(OC(CC*)=O)CCC1OC(*)CC1,5.5098
C(=O)(OC(CC*)=O)CCc1oc(*)cc1,4.5192
O=C(c1cc(O*)ccc1)OC(=O)C*,4.4815
O=C(c1c(Br)cc(O*)cc1)OC(=O)C*,4.4665
c1ccc(OCC(=O)OC(=O)C*)cc1O*,4.3174
c1(O*)ccc(OCC(=O)OC(=O)C*)cc1,4.4922
*c1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.2788
*Oc1ccc(C(OC(c2ccc(OCC*)cc2)=O)=O)cc1,4.4185
c1cc(C(OC(=O)c2ccc(OCCC*)cc2)=O)ccc1O*,4.317
c1(C(OC(c2ccc(OCCCC*)cc2)=O)=O)ccc(O*)cc1,4.2843
c1(OCCCCC*)ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.4013
O(CCCCCC*)c1ccc(C(OC(c2ccc(O*)cc2)=O)=O)cc1,4.3827
c1cc(C(OC(=O)c2ccc(OCOC*)cc2)=O)ccc1O*,4.4493
C(C(=O)OC(=O)C*)Oc1ccc(C(C)(c2ccc(O*)cc2)C)cc1,4.2779
O=C(Oc1ccc(Oc2ccc(O*)cc2)cc1)*,4.7541
c1c(-c2cc(Oc3nc4c(cc(*)cc4)c(-c4ccccc4)c3)nc3ccc(-c4ccc(*)cc4)cc23)cccc1,3.4645
c1cc(-c2ccc(-c3cc4c(-c5ccccc5)cc(Oc5nc6c(c(-c7ccccc7)c5)cc(*)cc6)nc4cc3)cc2)ccc1*,3.3775
c1cc(Oc2ccc(-c3nc4c(nc3-c3ccccc3)cc(-c3cc5nc(-c6ccccc6)c(*)nc5cc3)cc4)cc2)ccc1*,2.9354
c1cc(O*)ccc1S(c1ccc(*)cc1)(=O)=O,4.3172
C1(O*)CCC(OC*)CC1,6.3134
*CCOCCOC(C(=O)O*)=O,5.9165
O(C(CC(=O)O*)=O)CCOCC*,6.2374
O(C(C(C(=O)O*)C)=O)CCOCC*,6.4398
CCCC(C(OCCOCC*)=O)C(O*)=O,6.4978
CCCCCCCC(C(OCCOCC*)=O)C(O*)=O,6.4036
O(C(CCC(=O)O*)=O)CCOCC*,6.5538
O(C(CCCC(O*)=O)=O)CCOCC*,6.4269
O(*)C(=O)CCCCCC(OCCOCC*)=O,6.5004
C(C(O*)=O)CCCCCC(OCCOCC*)=O,6.7743
C(CCCCCCCCCCCCCCCCC(O*)=O)(OCCOCC*)=O,6.2057
n1cc(*)nc2ccc(-c3ccc4c(nc(-c5ccc(Oc6ccc(*)cc6)cc5)cn4)c3)cc12,3.1515
n1cc(-c2ccc(*)cc2)nc2cc(Oc3cc4c(cc3)ncc(*)n4)ccc12,3.3633
n1c(*)cnc2ccc(-c3ccc4c(nc(-c5ccc(Oc6ccc(*)cc6)cc5)cn4)c3)cc12,3.2298
n1cc(-c2ccc(*)cc2)nc2ccc(Oc3cc4ncc(*)nc4cc3)cc12,3.3179
c1c(Oc2ccc(*)cc2)ccc(-c2nc3cc4ncc(*)nc4cc3nc2)c1,2.6218
c1cc(Oc2ccc(-c3nc4c(nc3-c3ccccc3)ccc(-c3cc5c(cc3)nc(-c3ccccc3)c(*)n5)c4)cc2)ccc1*,3.1231
c1(-c2ccccc2)c(-c2ccc(*)cc2)nc2c(n1)cc(Oc1cc3nc(-c4ccccc4)c(*)nc3cc1)cc2,3.199
FC(F)(C(F)(F)O*)C(F)(C(F)(*)F)F,9.0549
C(CCCCCC)CCCC(C*)O*,5.8339
C(CC*)(C)O*,6.0172
CC(CO*)C*,5.976
C(Cl)C(CO*)(CC)C*,6.1616
FC(C(F)(C(F)(F)F)OCC(O*)C*)(F)F,6.4208
*CC(O*)C1C(F)(F)C(F)(F)C1,6.5249
C1C(C*)OCOC1*,6.5995
*C1OC(C)OC(C*)C1,6.0468
*CC1OC(CCC)OC(*)C1,6.3958
c1(OCC(O)C*)ccc(O*)cc1,4.7923
*c1ccc(CC(C#N)(Cc2ccc(O*)cc2)C#N)cc1,4.9531
c1c(O*)c(Cl)cc(C(c2cc(Cl)c(OCC(O)C*)cc2)(C)C)c1,4.6702
C(OCCOCC*)COc1ccc(C=C(c2ccc(O*)cc2)C)cc1,3.8885
C1C(O*)C(*)CCC1,5.1513
c1c(C(OCCCOC(=O)c2ccc(O*)cc2)=O)ccc(*)c1,4.6133
O=C(c1ccc(*)cc1)OCCCCOC(=O)c1ccc(O*)cc1,4.5398
C(=O)(CCO*)NCc1c(C)c(C)c(CNC(CC*)=O)c(C)c1C,5.3036
C(OCCOCC*)COCCOC(NCCCCCCNC(O*)=O)=O,6.0228
C(OCCOCCOCC*)COCCOCCOC(=O)NCCCCCCNC(O*)=O,5.6975
N(CCOCCOCCNC(OCC(C)(C)C*)=O)C(O*)=O,5.7915
N(C(O*)=O)CCCOCCCNC(OCC*)=O,6.2379999999999995
N(CCOCCOCCNC(OCC*)=O)C(O*)=O,6.1403
N(c1ccc(*)cc1)C(OCCOC(Nc1ccc(O*)cc1)=O)=O,4.8662
O(CCOCCC*)CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,5.0994
C(CCc1oc(*)nn1)CCCCC*,6.3765
n1c(CCCCCCCCCC*)oc(*)n1,6.3926
o1c(-c2ccc(Oc3ccc(*)cc3)cc2)nnc1*,3.7488
n1nc(-c2cc(-c3nnc(-c4ccc(*)cc4)o3)ccc2)oc1*,3.4013
C(CCCCCC*)Cc1oc2c(n1)ccc(-c1ccc3c(oc(*)n3)c1)c2,4.2242
c1(*)ccc(C(c2ccc(Oc3ccc(O*)cc3)cc2)=O)cc1,3.9034
c1c(C(c2ccc(O*)cc2)(C)C)ccc(Oc2ccc(C(c3ccc(*)cc3)=O)cc2)c1,3.8798
c1cc(-c2c(O*)c(-c3ccccc3)cc(*)c2)cc(C)c1,3.8976
C(OCCOCCOCC*)(CSC(Nc1ccc(C)c(NC(=O)SCC(=O)O*)c1)=O)=O,4.461
C(C)C(CO*)(CC)C*,5.586
C(OCCOCCOCC*)COCCOc1ccc(C=C(c2ccc(O*)cc2)C)cc1,3.9391
O(*)C(C*)C(C)C,5.7752
C1C=CCCC1(CO*)C*,5.5732
C1C(CO*)C1C*,5.9176
c1(OC(c2ccc(C(=O)Oc3cc(OCCCCCCCCCC*)ccc3)cc2)=O)cccc(O*)c1,3.4495
*OC(COCC(=O)OCCCCCCCCCCCCCCCCCCCC*)=O,6.3895
C(CCCC(OCCOCCOCC*)=O)C(O*)=O,6.3839999999999995
C(CCCCCCC(OCCOCCOCC*)=O)C(O*)=O,6.3362
C(c1cc(C(OCCOCCOCC*)=O)ccc1)(=O)O*,4.9478
C(C(=O)OCCOCCOCC*)C(O*)=O,5.6203
O(CCOC(=O)C(O*)=O)CCOCC*,4.4209
C(CCCCC(OCCOCCOCC*)=O)C(O*)=O,6.1082
C(CCCCCC(OCCOCCOCC*)=O)C(O*)=O,6.0293
O(*)C(=O)CCC(OCCOCCOCC*)=O,6.2323
C(C(=O)NCCC*)CCCCCCCC(NCCCOCCO*)=O,5.9244
*CCOC(COCC(=O)O*)=O,6.1826
C(=O)(OCC(C)O*)COCC(=O)*,6.2412
c1(C(OCC*)=O)ccc(O*)c(Cl)c1,4.81
c1(C(OCC*)=O)ccc(O*)cc1Cl,4.6773
c1(C(OCC*)=O)ccc(O*)c(C)c1,4.4876
c1(C(OCC*)=O)ccc(O*)cc1C,4.5424
c1c2c(nc(*)o2)cc2nc(-c3ccc(*)cc3)oc12,2.6504
C(OCCOCC*)COC(CCCCS(CCCCC(O*)=O)(=O)=O)=O,6.1148
O(CC*)CC(O*)=O,5.8983
OC(CO*)C*,6.5192
C(c1ccc(Cc2ccc(C(O*)=O)cc2)cc1)(OCCOCC*)=O,4.5987
O(C(COCC(O*)=O)=O)CCOCC*,5.9381
C(CCCC(O*)=O)S(=O)(CCCCC(OCCOCC*)=O)=O,6.5167
C(CCCSCCCCC(OCCOCC*)=O)C(O*)=O,5.2898
c1cc(NC(CCCCCCCCCCC(=O)Nc2ccc(*)cc2)=O)ccc1O*,4.4722
c1cc(-c2ccc(-c3nc4ccccc4c(-c4ccc(Oc5ccc(-c6c7ccccc7nc(*)c6)cc5)cc4)c3)cc2)ccc1*,3.4086
c1ccc(-c2c(-c3ccccc3)c3cc(Oc4cc5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Oc7ccc(*)cc7)cc6)nc5cc4)ccc3nc2*)cc1,3.2296
c1cccc(-c2c(*)nc3ccc(Oc4cc5c(nc(-c6ccc(-c7ccc(*)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3c2-c2ccccc2)c1,3.3136
C(C#CCOCCOCC*)#CCOCCOCCOC(NCCCCCCNC(O*)=O)=O,4.9082
O=C(COCC(=O)O*)OCCC*,6.0368
O(C(COCC(=O)*)=O)CCC(C)O*,6.1998
C(COC(=O)c1cc(C(OCC(F)(F)O*)=O)ccc1)(*)(F)F,4.7299
c1c(C(OCC(F)(C(F)(F)C(F)(F)COC(c2cccc(*)c2)=O)F)=O)cccc1O*,4.5011
c1(Oc2ccc(O*)cc2)ccc(OC(c2cc(C(=O)*)ccc2)=O)cc1,3.4373
FC(F)(N(C(C(F)(*)F)(F)F)O*)C(Br)(F)F,6.7014
FC(F)(N(C(F)(C(*)(F)F)F)O*)F,7.1742
C1CC(c2ccc(*)cc2)(c2ccc(Oc3ccc(S(c4ccc(O*)cc4)(=O)=O)cc3)cc2)CCC1,3.9696
c1cc(-c2ccc(-c3nc4c(nc3-c3ccccc3)ccc(Oc3cc5c(cc3)nc(-c3ccccc3)c(*)n5)c4)cc2)ccc1*,3.1965
c1(-c2ccccc2)c(-c2ccc(*)cc2)nc2c(n1)ccc(Oc1cc3nc(-c4ccccc4)c(*)nc3cc1)c2,3.1353
c1cc(Oc2ccc(-c3nc4c(nc3-c3ccccc3)ccc(-c3cc5c(cc3)nc(*)c(-c3ccccc3)n5)c4)cc2)ccc1*,2.9993
c12ncc(*)nc1ccc(Oc1ccc3nc(-c4ccc(-c5ccc(*)cc5)cc4)cnc3c1)c2,3.0165
c12ncc(*)nc1ccc(-c1ccc3nc(-c4ccc(Oc5ccc(*)cc5)cc4)cnc3c1)c2,3.1085
c1c2ncc(*)nc2ccc1Oc1ccc2nc(-c3ccc(Oc4ccc(*)cc4)cc3)cnc2c1,3.1068
c1c(Oc2ccc(*)cc2)ccc(-c2nc3cc4nc(*)cnc4cc3nc2)c1,2.782
FC(F)(N(C(Br)(C(*)(F)F)F)O*)F,6.3719
FC(F)(*)C(N(C(F)(F)F)O*)(C(F)(F)F)F,6.8426
*OCC(C(C)(C)C)C*,5.7599
CC(CC)(CO*)C*,5.6322
C(OC=O)C(CO*)(COC=O)C*,6.4753
c1(*)oc2ccc(*)cc2n1,3.9774
*c1ccc(S(=O)(c2ccc(-c3ccc(-c4ccc(S(c5ccc(O*)cc5)(=O)=O)cc4)cc3)cc2)=O)cc1,3.6921
c1(C(c2cccc(C(=O)c3ccc(O*)cc3)c2)=O)ccc(*)cc1,3.9576
c1(C(c2ccccc2-c2ccccc2C(c2ccc(Oc3ccc(O*)cc3)cc2)=O)=O)ccc(*)cc1,3.3644
c1c(*)ccc(C(c2cc(-c3cccc(C(c4ccc(Oc5ccc(O*)cc5)cc4)=O)c3)ccc2)=O)c1,3.7239999999999998
